Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2020;B;56604;B Psychologie;SOW;N;N;N;583;1.35
21PB;2020;B;56604;B Psychologie;SOW;E;N;N;107;1.35
21PB;2020;B;56604;B Psychologie;SOW;R;N;N;55;1.35
21PB;2020;B;56551;B Geneeskunde;MED;N;N;N;563;1.35
21PB;2020;B;56551;B Geneeskunde;MED;E;N;N;93;1.35
21PB;2020;B;56551;B Geneeskunde;MED;R;N;N;37;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;416;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;164;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;77;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;N;N;N;357;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;E;N;N;134;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;R;N;N;55;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;N;N;N;319;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;E;N;N;48;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;R;N;N;19;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;N;N;N;259;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;E;N;N;40;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;R;N;N;14;1.35
21PB;2020;B;56981;B Politicologie;MAN;N;N;N;256;1.35
21PB;2020;B;56981;B Politicologie;MAN;E;N;N;69;1.35
21PB;2020;B;56981;B Politicologie;MAN;R;N;N;24;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;N;N;N;202;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;E;N;N;33;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;R;N;N;10;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;N;N;N;154;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;E;N;N;53;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;R;N;N;21;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;N;N;N;146;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;E;N;N;46;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;R;N;N;26;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;N;N;N;101;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;E;N;N;28;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;R;N;N;15;1.35
21PB;2020;B;56081;B Filosofie;FdL;N;N;N;89;1.35
21PB;2020;B;56081;B Filosofie;FdL;E;N;N;24;1.35
21PB;2020;B;56081;B Filosofie;FdL;R;N;N;9;1.35
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;182;1.11
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;36;1.11
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;19;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;N;N;N;119;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;E;N;N;71;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;R;N;N;44;1.11
21PB;2020;M;60300;M Informatica;SOW;N;N;N;100;1.11
21PB;2020;M;60300;M Informatica;SOW;E;N;N;63;1.11
21PB;2020;M;60300;M Informatica;SOW;R;N;N;35;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;67;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;46;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;29;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;N;N;N;79;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;E;N;N;28;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;R;N;N;15;1.11
21PB;2020;M;60815;M Linguistiek;FdL;N;N;N;51;1.11
21PB;2020;M;60815;M Linguistiek;FdL;E;N;N;34;1.11
21PB;2020;M;60815;M Linguistiek;FdL;R;N;N;17;1.11
