Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2023;B;56604;B Psychologie;SOW;N;N;N;557;1.32
21PB;2023;B;56604;B Psychologie;SOW;E;N;N;96;1.32
21PB;2023;B;56604;B Psychologie;SOW;R;N;N;44;1.32
21PB;2023;B;56551;B Geneeskunde;MED;N;N;N;478;1.32
21PB;2023;B;56551;B Geneeskunde;MED;E;N;N;90;1.32
21PB;2023;B;56551;B Geneeskunde;MED;R;N;N;36;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;374;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;147;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;79;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;N;N;N;347;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;E;N;N;125;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;R;N;N;51;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;N;N;N;246;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;E;N;N;41;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;R;N;N;17;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;N;N;N;246;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;E;N;N;40;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;R;N;N;13;1.32
21PB;2023;B;56981;B Politicologie;MAN;N;N;N;200;1.32
21PB;2023;B;56981;B Politicologie;MAN;E;N;N;58;1.32
21PB;2023;B;56981;B Politicologie;MAN;R;N;N;18;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;N;N;N;174;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;E;N;N;30;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;R;N;N;9;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;N;N;N;129;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;E;N;N;47;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;R;N;N;22;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;N;N;N;126;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;E;N;N;39;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;R;N;N;27;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;N;N;N;91;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;E;N;N;26;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;R;N;N;13;1.32
21PB;2023;B;56081;B Filosofie;FdL;N;N;N;75;1.32
21PB;2023;B;56081;B Filosofie;FdL;E;N;N;21;1.32
21PB;2023;B;56081;B Filosofie;FdL;R;N;N;8;1.32
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;165;1.1
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;34;1.1
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;19;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;N;N;N;115;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;E;N;N;67;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;R;N;N;40;1.1
21PB;2023;M;60300;M Informatica;SOW;N;N;N;92;1.1
21PB;2023;M;60300;M Informatica;SOW;E;N;N;60;1.1
21PB;2023;M;60300;M Informatica;SOW;R;N;N;33;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;69;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;47;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;25;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;N;N;N;76;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;E;N;N;28;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;R;N;N;14;1.1
21PB;2023;M;60815;M Linguistiek;FdL;N;N;N;51;1.1
21PB;2023;M;60815;M Linguistiek;FdL;E;N;N;32;1.1
21PB;2023;M;60815;M Linguistiek;FdL;R;N;N;18;1.1
