Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2022;B;56604;B Psychologie;SOW;N;N;N;391;1.27
21PB;2022;B;56604;B Psychologie;SOW;E;N;N;86;1.27
21PB;2022;B;56604;B Psychologie;SOW;R;N;N;41;1.27
21PB;2022;B;56551;B Geneeskunde;MED;N;N;N;361;1.27
21PB;2022;B;56551;B Geneeskunde;MED;E;N;N;70;1.27
21PB;2022;B;56551;B Geneeskunde;MED;R;N;N;27;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;319;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;135;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;63;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;N;N;N;254;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;E;N;N;108;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;R;N;N;41;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;N;N;N;220;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;E;N;N;33;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;R;N;N;14;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;N;N;N;200;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;E;N;N;31;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;R;N;N;11;1.27
21PB;2022;B;56981;B Politicologie;MAN;N;N;N;168;1.27
21PB;2022;B;56981;B Politicologie;MAN;E;N;N;49;1.27
21PB;2022;B;56981;B Politicologie;MAN;R;N;N;18;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;N;N;N;158;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;E;N;N;25;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;R;N;N;9;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;N;N;N;113;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;E;N;N;38;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;R;N;N;18;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;N;N;N;104;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;E;N;N;35;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;R;N;N;20;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;N;N;N;80;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;E;N;N;21;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;R;N;N;11;1.27
21PB;2022;B;56081;B Filosofie;FdL;N;N;N;65;1.27
21PB;2022;B;56081;B Filosofie;FdL;E;N;N;19;1.27
21PB;2022;B;56081;B Filosofie;FdL;R;N;N;7;1.27
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;159;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;34;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;18;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;N;N;N;104;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;E;N;N;68;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;R;N;N;38;1.13
21PB;2022;M;60300;M Informatica;SOW;N;N;N;86;1.13
21PB;2022;M;60300;M Informatica;SOW;E;N;N;55;1.13
21PB;2022;M;60300;M Informatica;SOW;R;N;N;29;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;62;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;42;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;26;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;N;N;N;80;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;E;N;N;24;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;R;N;N;12;1.13
21PB;2022;M;60815;M Linguistiek;FdL;N;N;N;54;1.13
21PB;2022;M;60815;M Linguistiek;FdL;E;N;N;30;1.13
21PB;2022;M;60815;M Linguistiek;FdL;R;N;N;14;1.13
