Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2018;B;56604;B Psychologie;SOW;N;N;N;542;1.28
21PB;2018;B;56604;B Psychologie;SOW;E;N;N;120;1.28
21PB;2018;B;56604;B Psychologie;SOW;R;N;N;49;1.28
21PB;2018;B;56551;B Geneeskunde;MED;N;N;N;558;1.28
21PB;2018;B;56551;B Geneeskunde;MED;E;N;N;99;1.28
21PB;2018;B;56551;B Geneeskunde;MED;R;N;N;40;1.28
21PB;2018;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;437;1.28
21PB;2018;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;161;1.28
21PB;2018;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;82;1.28
21PB;2018;B;50645;B Bedrijfskunde;MAN;N;N;N;380;1.28
21PB;2018;B;50645;B Bedrijfskunde;MAN;E;N;N;123;1.28
21PB;2018;B;50645;B Bedrijfskunde;MAN;R;N;N;59;1.28
21PB;2018;B;56990;B Biomedische Wetenschappen;MED;N;N;N;299;1.28
21PB;2018;B;56990;B Biomedische Wetenschappen;MED;E;N;N;46;1.28
21PB;2018;B;56990;B Biomedische Wetenschappen;MED;R;N;N;20;1.28
21PB;2018;B;56615;B Communicatiewetenschap;SOW;N;N;N;236;1.28
21PB;2018;B;56615;B Communicatiewetenschap;SOW;E;N;N;45;1.28
21PB;2018;B;56615;B Communicatiewetenschap;SOW;R;N;N;14;1.28
21PB;2018;B;56981;B Politicologie;MAN;N;N;N;246;1.28
21PB;2018;B;56981;B Politicologie;MAN;E;N;N;69;1.28
21PB;2018;B;56981;B Politicologie;MAN;R;N;N;24;1.28
21PB;2018;B;56034;B Geschiedenis;FdL;N;N;N;194;1.28
21PB;2018;B;56034;B Geschiedenis;FdL;E;N;N;30;1.28
21PB;2018;B;56034;B Geschiedenis;FdL;R;N;N;12;1.28
21PB;2018;B;56980;B Wiskunde;FNWI;N;N;N;147;1.28
21PB;2018;B;56980;B Wiskunde;FNWI;E;N;N;53;1.28
21PB;2018;B;56980;B Wiskunde;FNWI;R;N;N;25;1.28
21PB;2018;B;56984;B Natuurkunde;FNWI;N;N;N;140;1.28
21PB;2018;B;56984;B Natuurkunde;FNWI;E;N;N;44;1.28
21PB;2018;B;56984;B Natuurkunde;FNWI;R;N;N;28;1.28
21PB;2018;B;56857;B Scheikunde;FNWI;N;N;N;103;1.28
21PB;2018;B;56857;B Scheikunde;FNWI;E;N;N;28;1.28
21PB;2018;B;56857;B Scheikunde;FNWI;R;N;N;16;1.28
21PB;2018;B;56081;B Filosofie;FdL;N;N;N;90;1.28
21PB;2018;B;56081;B Filosofie;FdL;E;N;N;23;1.28
21PB;2018;B;56081;B Filosofie;FdL;R;N;N;10;1.28
21PB;2018;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;172;1.12
21PB;2018;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;40;1.12
21PB;2018;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;18;1.12
21PB;2018;M;60720;M Cognitive Neuroscience;SOW;N;N;N;115;1.12
21PB;2018;M;60720;M Cognitive Neuroscience;SOW;E;N;N;83;1.12
21PB;2018;M;60720;M Cognitive Neuroscience;SOW;R;N;N;45;1.12
21PB;2018;M;60300;M Informatica;SOW;N;N;N;95;1.12
21PB;2018;M;60300;M Informatica;SOW;E;N;N;64;1.12
21PB;2018;M;60300;M Informatica;SOW;R;N;N;31;1.12
21PB;2018;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;67;1.12
21PB;2018;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;51;1.12
21PB;2018;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;29;1.12
21PB;2018;M;60450;M Bestuurskunde;MAN;N;N;N;80;1.12
21PB;2018;M;60450;M Bestuurskunde;MAN;E;N;N;29;1.12
21PB;2018;M;60450;M Bestuurskunde;MAN;R;N;N;16;1.12
21PB;2018;M;60815;M Linguistiek;FdL;N;N;N;53;1.12
21PB;2018;M;60815;M Linguistiek;FdL;E;N;N;36;1.12
21PB;2018;M;60815;M Linguistiek;FdL;R;N;N;18;1.12
