HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
H,22OJ,0,30029,B,1,2,2020,N,9,N,M,2,0,V,N,N,1,1,33,2020-04-20,0
H,27PZ,2,34421,B,1,,2020,N,9,N,M,1,0,I,J,J,6,6,34,2020-04-20,0
W,21PE,0,50645,B,1,1,2020,N,9,N,V,3,0,V,N,N,1,1,32,2020-04-20,0
H,25JX,0,30008,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,26,2020-04-20,0
W,21PB,0,56607,B,1,1,2020,N,9,N,V,4,1,V,N,N,1,1,21,2020-04-20,0
W,21PB,0,60300,M,1,2,2020,N,9,N,M,1,0,V,N,N,3,5,24,2020-04-20,0
H,01VU,0,34560,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,24,2020-04-20,0
H,25DW,0,34397,B,1,,2020,N,9,N,V,1,0,V,J,J,6,6,22,2020-04-20,0
W,21PF,0,56966,B,1,1,2020,N,9,N,M,1,0,V,N,N,6,6,29,2020-04-20,0
W,21PK,2,56551,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,52,2020-04-20,0
W,21PC,0,56604,B,1,2,2020,N,9,E,V,1,1,V,N,N,1,1,23,2020-04-20,0
W,21PC,0,60644,M,1,2,2020,N,9,N,M,1,0,V,N,N,3,5,29,2020-04-20,0
W,21PK,0,50897,B,1,1,2020,N,9,N,M,4,0,V,N,N,1,1,34,2020-04-20,0
W,21PF,0,56951,B,1,1,2020,N,9,N,M,1,1,V,N,N,1,1,34,2020-04-20,0
H,30GB,13,34686,B,1,1,2020,N,9,N,V,1,0,I,J,J,6,6,99,2020-04-20,0
W,21PN,0,56604,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,66,2020-04-20,0
W,21PE,0,50950,B,1,,2020,N,9,N,M,2,0,V,J,J,6,6,41,2020-04-20,0
W,21PC,0,50019,B,1,2,2020,N,9,N,M,1,0,I,J,J,6,6,37,2020-04-20,0
W,21PD,0,56604,B,1,1,2020,N,9,N,V,3,1,V,N,N,1,1,23,2020-04-20,0
H,30VP,0,34808,B,2,,2020,N,9,N,V,1,0,I,J,J,6,6,88,2020-04-20,0
H,25DW,16,35158,B,2,,2020,N,9,N,V,1,0,V,J,J,6,6,31,2020-04-20,0
H,22OJ,0,39111,B,1,2,2020,N,9,N,V,1,0,V,N,N,1,1,35,2020-04-20,0
H,25DW,0,35197,B,1,1,2020,N,9,N,M,1,0,V,J,N,4,4,21,2020-04-20,0
W,21PD,0,66990,M,1,2,2020,N,9,R,M,0,1,A,N,N,1,1,34,2020-04-20,0
W,21PF,0,56955,B,1,1,2020,N,9,N,V,2,0,V,N,N,1,1,46,2020-04-20,0
W,21PF,0,56956,B,1,2,2020,N,9,R,V,0,1,A,N,N,1,1,66,2020-04-20,0
W,21PK,0,56560,B,1,1,2020,N,9,N,M,2,0,V,N,N,4,4,21,2020-04-20,0
W,21PK,0,60216,M,1,1,2020,N,9,N,V,2,1,A,N,N,3,4,26,2020-04-20,0
H,27PZ,0,34808,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,27,2020-04-20,0
W,21PD,0,56551,B,1,1,2020,N,9,N,M,4,0,V,N,N,1,1,25,2020-04-20,0
W,21PJ,0,50019,B,1,2,2020,N,9,E,V,2,0,V,N,N,1,1,38,2020-04-20,0
H,25JX,13,34456,B,1,,2020,N,9,N,M,1,0,I,J,J,6,6,23,2020-04-20,0
W,21PH,0,56953,B,1,2,2020,N,9,R,M,0,1,A,N,N,1,1,21,2020-04-20,0
H,27PZ,7,34134,B,1,,2020,N,9,N,V,0,1,A,N,N,1,1,28,2020-04-20,0
W,21PK,0,60830,M,1,2,2020,N,9,R,V,0,1,A,N,N,1,1,30,2020-04-20,0
H,00MF,0,39111,B,1,1,2020,N,9,N,M,1,1,A,N,N,1,1,72,2020-04-20,0
W,21PK,0,56607,B,1,1,2020,N,9,N,V,1,1,A,N,N,2,2,23,2020-04-20,0
H,25DW,0,34560,B,1,1,2020,N,9,N,V,1,0,V,J,J,6,6,21,2020-04-20,0
W,21PJ,0,56051,B,1,2,2020,N,9,E,V,4,0,V,N,N,1,1,21,2020-04-20,0
H,25BE,0,34402,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,65,2020-04-20,0
W,21PL,0,50645,B,1,1,2020,N,9,N,M,3,0,V,N,N,1,1,37,2020-04-20,0
