Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2023;B;56604;B Psychologie;SOW;N;N;N;532;1.32
21PB;2023;B;56604;B Psychologie;SOW;E;N;N;92;1.32
21PB;2023;B;56604;B Psychologie;SOW;R;N;N;42;1.32
21PB;2023;B;56551;B Geneeskunde;MED;N;N;N;458;1.32
21PB;2023;B;56551;B Geneeskunde;MED;E;N;N;86;1.32
21PB;2023;B;56551;B Geneeskunde;MED;R;N;N;35;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;360;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;139;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;73;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;N;N;N;334;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;E;N;N;118;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;R;N;N;49;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;N;N;N;238;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;E;N;N;39;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;R;N;N;16;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;N;N;N;238;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;E;N;N;38;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;R;N;N;13;1.32
21PB;2023;B;56981;B Politicologie;MAN;N;N;N;192;1.32
21PB;2023;B;56981;B Politicologie;MAN;E;N;N;56;1.32
21PB;2023;B;56981;B Politicologie;MAN;R;N;N;17;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;N;N;N;165;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;E;N;N;29;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;R;N;N;9;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;N;N;N;124;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;E;N;N;46;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;R;N;N;22;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;N;N;N;121;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;E;N;N;38;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;R;N;N;26;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;N;N;N;87;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;E;N;N;25;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;R;N;N;12;1.32
21PB;2023;B;56081;B Filosofie;FdL;N;N;N;70;1.32
21PB;2023;B;56081;B Filosofie;FdL;E;N;N;20;1.32
21PB;2023;B;56081;B Filosofie;FdL;R;N;N;7;1.32
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;160;1.1
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;33;1.1
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;19;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;N;N;N;112;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;E;N;N;66;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;R;N;N;39;1.1
21PB;2023;M;60300;M Informatica;SOW;N;N;N;91;1.1
21PB;2023;M;60300;M Informatica;SOW;E;N;N;59;1.1
21PB;2023;M;60300;M Informatica;SOW;R;N;N;32;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;67;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;46;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;25;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;N;N;N;74;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;E;N;N;27;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;R;N;N;13;1.1
21PB;2023;M;60815;M Linguistiek;FdL;N;N;N;50;1.1
21PB;2023;M;60815;M Linguistiek;FdL;E;N;N;32;1.1
21PB;2023;M;60815;M Linguistiek;FdL;R;N;N;17;1.1
