Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2024;B;56604;B Psychologie;SOW;N;N;N;567;1.34
21PB;2024;B;56604;B Psychologie;SOW;E;N;N;113;1.34
21PB;2024;B;56604;B Psychologie;SOW;R;N;N;55;1.34
21PB;2024;B;56551;B Geneeskunde;MED;N;N;N;565;1.34
21PB;2024;B;56551;B Geneeskunde;MED;E;N;N;87;1.34
21PB;2024;B;56551;B Geneeskunde;MED;R;N;N;40;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;397;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;156;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;85;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;N;N;N;332;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;E;N;N;145;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;R;N;N;51;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;N;N;N;305;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;E;N;N;47;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;R;N;N;20;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;N;N;N;253;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;E;N;N;43;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;R;N;N;13;1.34
21PB;2024;B;56981;B Politicologie;MAN;N;N;N;226;1.34
21PB;2024;B;56981;B Politicologie;MAN;E;N;N;62;1.34
21PB;2024;B;56981;B Politicologie;MAN;R;N;N;22;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;N;N;N;200;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;E;N;N;34;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;R;N;N;12;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;N;N;N;153;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;E;N;N;53;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;R;N;N;23;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;N;N;N;137;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;E;N;N;47;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;R;N;N;29;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;N;N;N;100;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;E;N;N;28;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;R;N;N;14;1.34
21PB;2024;B;56081;B Filosofie;FdL;N;N;N;104;1.34
21PB;2024;B;56081;B Filosofie;FdL;E;N;N;24;1.34
21PB;2024;B;56081;B Filosofie;FdL;R;N;N;10;1.34
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;197;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;40;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;22;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;N;N;N;126;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;E;N;N;75;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;R;N;N;47;1.11
21PB;2024;M;60300;M Informatica;SOW;N;N;N;105;1.11
21PB;2024;M;60300;M Informatica;SOW;E;N;N;67;1.11
21PB;2024;M;60300;M Informatica;SOW;R;N;N;38;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;78;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;46;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;32;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;N;N;N;89;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;E;N;N;31;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;R;N;N;15;1.11
21PB;2024;M;60815;M Linguistiek;FdL;N;N;N;63;1.11
21PB;2024;M;60815;M Linguistiek;FdL;E;N;N;37;1.11
21PB;2024;M;60815;M Linguistiek;FdL;R;N;N;18;1.11
