Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2019;B;56604;B Psychologie;SOW;N;N;N;400;1.33
21PB;2019;B;56604;B Psychologie;SOW;E;N;N;74;1.33
21PB;2019;B;56604;B Psychologie;SOW;R;N;N;38;1.33
21PB;2019;B;56551;B Geneeskunde;MED;N;N;N;359;1.33
21PB;2019;B;56551;B Geneeskunde;MED;E;N;N;59;1.33
21PB;2019;B;56551;B Geneeskunde;MED;R;N;N;26;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;300;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;115;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;63;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;N;N;N;243;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;E;N;N;95;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;R;N;N;36;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;N;N;N;186;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;E;N;N;28;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;R;N;N;14;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;N;N;N;173;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;E;N;N;27;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;R;N;N;9;1.33
21PB;2019;B;56981;B Politicologie;MAN;N;N;N;155;1.33
21PB;2019;B;56981;B Politicologie;MAN;E;N;N;46;1.33
21PB;2019;B;56981;B Politicologie;MAN;R;N;N;15;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;N;N;N;131;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;E;N;N;22;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;R;N;N;8;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;N;N;N;100;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;E;N;N;34;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;R;N;N;14;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;N;N;N;88;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;E;N;N;32;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;R;N;N;18;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;N;N;N;68;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;E;N;N;20;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;R;N;N;9;1.33
21PB;2019;B;56081;B Filosofie;FdL;N;N;N;60;1.33
21PB;2019;B;56081;B Filosofie;FdL;E;N;N;15;1.33
21PB;2019;B;56081;B Filosofie;FdL;R;N;N;7;1.33
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;133;1.09
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;30;1.09
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;15;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;N;N;N;87;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;E;N;N;63;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;R;N;N;34;1.09
21PB;2019;M;60300;M Informatica;SOW;N;N;N;75;1.09
21PB;2019;M;60300;M Informatica;SOW;E;N;N;53;1.09
21PB;2019;M;60300;M Informatica;SOW;R;N;N;27;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;55;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;37;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;23;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;N;N;N;68;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;E;N;N;22;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;R;N;N;12;1.09
21PB;2019;M;60815;M Linguistiek;FdL;N;N;N;39;1.09
21PB;2019;M;60815;M Linguistiek;FdL;E;N;N;26;1.09
21PB;2019;M;60815;M Linguistiek;FdL;R;N;N;15;1.09
