Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2022;B;56604;B Psychologie;SOW;N;N;N;376;1.27
21PB;2022;B;56604;B Psychologie;SOW;E;N;N;81;1.27
21PB;2022;B;56604;B Psychologie;SOW;R;N;N;39;1.27
21PB;2022;B;56551;B Geneeskunde;MED;N;N;N;341;1.27
21PB;2022;B;56551;B Geneeskunde;MED;E;N;N;68;1.27
21PB;2022;B;56551;B Geneeskunde;MED;R;N;N;25;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;305;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;128;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;60;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;N;N;N;243;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;E;N;N;104;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;R;N;N;39;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;N;N;N;206;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;E;N;N;31;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;R;N;N;13;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;N;N;N;189;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;E;N;N;30;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;R;N;N;10;1.27
21PB;2022;B;56981;B Politicologie;MAN;N;N;N;158;1.27
21PB;2022;B;56981;B Politicologie;MAN;E;N;N;47;1.27
21PB;2022;B;56981;B Politicologie;MAN;R;N;N;17;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;N;N;N;151;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;E;N;N;24;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;R;N;N;8;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;N;N;N;106;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;E;N;N;37;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;R;N;N;17;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;N;N;N;99;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;E;N;N;33;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;R;N;N;19;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;N;N;N;75;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;E;N;N;20;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;R;N;N;11;1.27
21PB;2022;B;56081;B Filosofie;FdL;N;N;N;62;1.27
21PB;2022;B;56081;B Filosofie;FdL;E;N;N;18;1.27
21PB;2022;B;56081;B Filosofie;FdL;R;N;N;7;1.27
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;156;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;33;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;18;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;N;N;N;101;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;E;N;N;68;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;R;N;N;37;1.13
21PB;2022;M;60300;M Informatica;SOW;N;N;N;84;1.13
21PB;2022;M;60300;M Informatica;SOW;E;N;N;53;1.13
21PB;2022;M;60300;M Informatica;SOW;R;N;N;29;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;61;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;40;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;26;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;N;N;N;77;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;E;N;N;24;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;R;N;N;12;1.13
21PB;2022;M;60815;M Linguistiek;FdL;N;N;N;52;1.13
21PB;2022;M;60815;M Linguistiek;FdL;E;N;N;30;1.13
21PB;2022;M;60815;M Linguistiek;FdL;R;N;N;13;1.13
