HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
W,21PE,0,56551,B,1,,2020,N,9,N,V,1,0,V,J,J,6,6,21,2019-12-09,0
H,25DW,0,34560,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,23,2019-12-09,0
H,08OK,0,34808,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,32,2019-12-09,0
W,21PE,0,66551,M,1,,2020,N,9,N,V,1,0,I,J,J,6,6,47,2019-12-09,0
H,30GB,0,34116,B,1,1,2020,N,9,N,V,1,0,I,J,J,6,6,29,2019-12-09,0
W,21PF,0,60349,M,1,2,2020,N,9,N,V,1,0,V,N,N,3,5,24,2019-12-09,0
H,15BK,0,34808,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,27,2019-12-09,0
H,27UM,1,35025,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,24,2019-12-09,0
W,21PK,0,50700,B,1,1,2020,N,9,N,V,1,0,I,J,J,6,6,28,2019-12-09,0
H,27PZ,0,39205,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,22,2019-12-09,0
H,22OJ,0,34402,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,22,2019-12-09,0
H,28DN,0,30029,B,1,2,2020,N,9,N,M,1,0,V,N,N,1,1,24,2019-12-09,0
H,21RI,0,34560,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,29,2019-12-09,0
W,21PN,0,50645,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,21,2019-12-09,0
W,21PE,0,50645,B,1,,2020,N,9,N,M,1,0,V,J,J,6,6,31,2019-12-09,0
W,21PE,0,50645,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,44,2019-12-09,0
H,25DW,0,34808,B,1,1,2020,N,9,N,V,1,0,V,J,N,4,4,29,2019-12-09,0
H,22OJ,0,34402,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,45,2019-12-09,0
H,25JX,7,39205,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,21,2019-12-09,0
H,25KB,1,34560,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,39,2019-12-09,0
W,21PB,0,50700,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,24,2019-12-09,0
H,25DW,0,34116,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,21,2019-12-09,0
H,30GB,0,39203,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,25,2019-12-09,0
H,22OJ,0,34560,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,21,2019-12-09,0
W,21PJ,0,56551,B,1,,2020,N,9,N,V,1,0,V,J,J,6,6,22,2019-12-09,0
H,25DW,0,34560,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,22,2019-12-09,0
W,21PE,0,60420,M,1,1,2020,N,9,N,V,1,0,V,N,N,3,5,23,2019-12-09,0
W,21PC,0,66551,M,1,1,2020,N,9,N,V,1,0,I,J,J,6,6,37,2019-12-09,0
H,30GB,13,34402,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,33,2019-12-09,0
H,28DN,0,30020,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,39,2019-12-09,0
H,25BE,0,34507,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,25,2019-12-09,0
H,27UM,1,35158,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,39,2019-12-09,0
H,30GB,0,30020,B,1,2,2020,N,9,N,M,1,0,I,J,J,6,6,34,2019-12-09,0
W,21PN,0,56402,B,1,2,2020,N,9,N,M,1,0,V,N,N,2,2,23,2019-12-09,0
