HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
H,22OJ,0,30029,B,1,2,2023,N,9,N,M,2,0,V,N,N,1,1,24,2023-02-13,0
H,27PZ,2,34421,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,21,2023-02-13,0
W,21PE,0,50645,B,1,1,2023,N,9,N,V,3,0,V,N,N,1,1,23,2023-02-13,0
W,21PK,2,56551,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,35,2023-02-13,0
W,21PC,0,56604,B,1,2,2023,N,9,E,V,1,1,V,N,N,1,1,24,2023-02-13,0
W,21PC,0,60644,M,1,2,2023,N,9,N,M,1,0,V,N,N,3,5,22,2023-02-13,0
W,21PK,0,50897,B,1,1,2023,N,9,N,M,4,0,V,N,N,1,1,25,2023-02-13,0
W,21PF,0,56951,B,1,1,2023,N,9,N,M,1,1,V,N,N,1,1,21,2023-02-13,0
H,30GB,13,34686,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,75,2023-02-13,0
W,21PN,0,56604,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,47,2023-02-13,0
W,21PE,0,50950,B,1,,2023,N,9,N,M,2,0,V,J,J,6,6,25,2023-02-13,0
W,21PC,0,50019,B,1,2,2023,N,9,N,M,1,0,I,J,J,6,6,23,2023-02-13,0
H,30VP,0,34808,B,2,,2023,N,9,N,V,1,0,I,J,J,6,6,54,2023-02-13,0
H,25DW,16,35158,B,2,,2023,N,9,N,V,1,0,V,J,J,6,6,21,2023-02-13,0
H,22OJ,0,39111,B,1,2,2023,N,9,N,V,1,0,V,N,N,1,1,23,2023-02-13,0
W,21PD,0,66990,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,33,2023-02-13,0
W,21PF,0,56955,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,33,2023-02-13,0
W,21PF,0,56956,B,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,64,2023-02-13,0
W,21PJ,0,50019,B,1,2,2023,N,9,E,V,2,0,V,N,N,1,1,39,2023-02-13,0
W,21PH,0,56953,B,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,21,2023-02-13,0
W,21PK,0,60830,M,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,35,2023-02-13,0
H,00MF,0,39111,B,1,1,2023,N,9,N,M,1,1,A,N,N,1,1,45,2023-02-13,0
H,22OJ,0,30029,B,1,2,2023,N,9,R,M,1,2,V,N,N,1,1,21,2023-02-13,0
W,21PJ,0,56051,B,1,2,2023,N,9,E,V,4,0,V,N,N,1,1,21,2023-02-13,0
H,25BE,0,34402,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,42,2023-02-13,0
W,21PL,0,50645,B,1,1,2023,N,9,N,M,3,0,V,N,N,1,1,27,2023-02-13,0
H,25JX,13,39111,B,1,,2023,N,9,N,V,1,0,I,J,J,6,6,38,2023-02-13,0
H,21RI,0,34507,B,1,1,2023,N,9,N,V,1,2,A,N,N,1,1,28,2023-02-13,0
H,30GB,0,34609,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,34,2023-02-13,0
W,21PF,0,60348,M,1,2,2023,N,9,E,M,1,0,V,N,N,1,1,25,2023-02-13,0
W,21PD,0,56838,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,40,2023-02-13,0
W,21PB,0,50207,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,28,2023-02-13,0
H,22OJ,0,34116,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,37,2023-02-13,0
H,31FR,0,34464,B,1,1,2023,N,9,N,M,1,0,I,J,J,6,6,27,2023-02-13,0
W,21PK,0,59318,B,1,,2023,N,9,R,V,1,0,V,J,J,6,6,51,2023-02-13,0
W,21PM,0,50700,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,41,2023-02-13,0
W,21PE,0,56551,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,86,2023-02-13,0
W,21PK,0,59318,B,1,2,2023,N,9,E,M,0,2,A,N,N,1,1,21,2023-02-13,0
H,28DN,0,34402,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,57,2023-02-13,0
W,21PL,0,65014,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,28,2023-02-13,0
H,22OJ,0,34479,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,41,2023-02-13,0
H,25BE,0,34507,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,39,2023-02-13,0
W,21PI,0,66836,M,1,2,2023,N,9,R,V,0,3,A,N,N,1,1,24,2023-02-13,0
H,25BE,0,34507,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,47,2023-02-13,0
H,25BE,0,34576,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,35,2023-02-13,0
W,21PE,0,50950,B,1,2,2023,N,9,R,M,1,1,A,N,N,1,1,27,2023-02-13,0
H,25BE,0,34402,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,30,2023-02-13,0
W,21PN,0,60076,M,1,1,2023,N,9,N,V,2,0,V,N,N,3,5,30,2023-02-13,0
H,22OJ,0,30023,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,23,2023-02-13,0
H,01VU,0,34405,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,22,2023-02-13,0
H,25BE,0,35523,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,22,2023-02-13,0
W,21PI,0,66836,M,1,2,2023,N,9,R,M,0,2,A,N,N,1,1,97,2023-02-13,0
H,07GR,0,34397,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,58,2023-02-13,0
W,21PI,0,56849,B,1,2,2023,N,9,N,V,2,0,V,N,N,1,1,29,2023-02-13,0
W,21PE,0,56604,B,1,,2023,N,9,R,V,1,0,V,J,J,6,6,23,2023-02-13,0
H,27PZ,7,35521,B,1,,2023,N,9,N,V,1,0,V,N,N,1,1,48,2023-02-13,0
H,21RI,0,34507,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,22,2023-02-13,0
H,21UI,0,30036,B,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,23,2023-02-13,0
W,21PE,0,50950,B,1,2,2023,N,9,E,M,0,2,A,N,N,1,1,33,2023-02-13,0
H,21RI,0,34560,B,3,,2023,N,9,N,V,1,0,V,J,J,6,6,37,2023-02-13,0
H,25BE,0,45289,M,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,29,2023-02-13,0
H,25BE,0,34560,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,28,2023-02-13,0
W,21PG,0,50439,B,1,2,2023,N,9,E,M,3,1,V,N,N,1,1,28,2023-02-13,0
H,25DW,0,39280,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,27,2023-02-13,0
W,21PG,0,60353,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,23,2023-02-13,0
W,21PM,0,66981,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,33,2023-02-13,0
W,21PE,0,60066,M,1,2,2023,N,9,N,V,1,0,V,N,N,3,5,23,2023-02-13,0
H,00MF,0,39111,B,1,1,2023,N,9,N,V,1,3,A,N,N,1,1,22,2023-02-13,0
W,21PM,0,56604,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,53,2023-02-13,0
W,21PH,0,60025,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,31,2023-02-13,0
H,25DW,0,34560,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,90,2023-02-13,0
H,21RI,0,34507,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,59,2023-02-13,0
H,27UM,1,34579,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,39,2023-02-13,0
H,01VU,0,34263,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,50,2023-02-13,0
W,21PB,0,66604,M,1,2,2023,N,9,R,V,1,1,V,N,N,1,1,23,2023-02-13,0
W,21PK,2,56551,B,1,1,2023,N,9,N,V,2,0,V,N,N,4,4,34,2023-02-13,0
W,21PC,0,66157,M,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,21,2023-02-13,0
W,21PD,0,66604,M,1,2,2023,N,9,N,V,1,2,A,N,N,3,4,23,2023-02-13,0
H,25DW,0,34035,B,1,1,2023,N,9,N,M,2,0,V,N,N,1,1,40,2023-02-13,0
W,21PJ,0,60019,M,1,2,2023,N,9,E,V,3,0,V,N,N,1,1,21,2023-02-13,0
W,21PB,0,66604,M,1,1,2023,N,9,N,V,4,0,V,N,N,3,4,23,2023-02-13,0
H,01VU,0,35158,B,1,,2023,N,9,N,V,1,0,V,N,N,1,1,36,2023-02-13,0
H,30HD,2,34333,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,28,2023-02-13,0
H,25BA,0,34116,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,58,2023-02-13,0
W,21PC,0,56034,B,1,1,2023,N,9,N,M,1,0,V,J,J,6,6,24,2023-02-13,0
H,09OT,0,34808,B,1,,2023,N,9,N,V,1,0,I,J,J,6,6,42,2023-02-13,0
H,25BE,0,34405,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,31,2023-02-13,0
W,21PC,0,56157,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,28,2023-02-13,0
W,21PE,0,60652,M,1,2,2023,N,9,E,V,1,0,V,N,N,1,1,25,2023-02-13,0
H,30GB,4,35158,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,29,2023-02-13,0
H,21CW,0,30009,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,37,2023-02-13,0
H,22OJ,0,34116,B,2,,2023,N,9,N,V,1,0,I,J,J,6,6,29,2023-02-13,0
H,25DW,0,34092,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,24,2023-02-13,0
H,27UM,1,39205,B,1,2,2023,N,9,E,V,3,0,V,N,N,1,1,23,2023-02-13,0
H,02NT,0,39111,B,1,,2023,N,9,E,V,1,0,I,J,J,6,6,64,2023-02-13,0
W,21PD,0,66604,M,1,2,2023,N,9,R,V,0,1,A,N,N,1,1,46,2023-02-13,0
H,25KB,0,30029,B,1,2,2023,N,9,N,M,1,0,V,N,N,1,1,25,2023-02-13,0
H,21MI,0,34560,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,34,2023-02-13,0
W,21PD,0,56551,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,68,2023-02-13,0
H,21RI,0,34405,B,1,,2023,N,9,N,V,1,0,I,J,J,6,6,41,2023-02-13,0
W,21PK,0,56824,B,1,1,2023,N,9,N,V,1,0,V,N,N,4,4,33,2023-02-13,0
H,22OJ,0,39111,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,22,2023-02-13,0
H,25BE,0,34116,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,25,2023-02-13,0
W,21PF,0,56956,B,1,2,2023,N,9,E,M,0,2,A,N,N,1,1,64,2023-02-13,0
H,25JX,0,39280,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,59,2023-02-13,0
H,31FR,0,30029,B,1,2,2023,N,9,E,V,1,0,I,J,J,6,6,38,2023-02-13,0
W,21PJ,0,50019,B,1,2,2023,N,9,E,M,0,2,A,N,N,1,1,21,2023-02-13,0
W,21PB,12,50429,B,1,2,2023,N,9,E,V,2,1,V,N,N,1,1,34,2023-02-13,0
W,21PH,0,50439,B,1,2,2023,N,9,R,M,1,1,V,N,N,1,1,23,2023-02-13,0
H,25DW,0,34576,B,1,1,2023,N,9,N,V,1,1,A,N,N,1,1,24,2023-02-13,0
H,31FR,0,35516,B,1,1,2023,N,9,N,V,1,0,I,J,J,6,6,29,2023-02-13,0
W,21PI,0,66849,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,44,2023-02-13,0
W,21PE,0,66604,M,1,2,2023,N,9,E,V,2,1,V,N,N,1,1,21,2023-02-13,0
H,25JX,0,34560,B,2,,2023,N,9,N,V,1,0,I,J,J,6,6,30,2023-02-13,0
H,31FR,0,34092,B,1,2,2023,N,9,E,V,1,0,I,J,J,6,6,44,2023-02-13,0
W,21PG,0,60438,M,1,2,2023,N,9,R,M,0,1,A,N,N,1,1,38,2023-02-13,0
H,21RI,0,34479,B,1,,2023,N,9,N,V,1,0,I,J,J,6,6,22,2023-02-13,0
H,30HD,2,34333,B,1,,2023,N,9,N,M,1,0,I,J,J,6,6,47,2023-02-13,0
H,15BK,0,34808,B,1,,2023,N,9,N,V,1,0,V,J,J,6,6,54,2023-02-13,0
H,08OK,0,34808,B,1,1,2023,N,9,N,V,1,0,V,N,N,1,1,125,2023-02-13,0
H,21RI,0,34560,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,38,2023-02-13,0
W,21PE,0,56604,B,1,1,2023,N,9,N,V,2,0,V,N,N,1,1,50,2023-02-13,0
W,21PE,0,66551,M,1,,2023,N,9,N,V,1,0,I,J,J,6,6,190,2023-02-13,0
H,28DN,0,39280,B,1,1,2023,N,9,N,M,2,0,V,N,N,1,1,30,2023-02-13,0
H,25DW,0,34421,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,28,2023-02-13,0
H,28DN,0,34116,B,1,1,2023,N,9,N,M,1,0,V,N,N,1,1,36,2023-02-13,0
