Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2019;B;56604;B Psychologie;SOW;N;N;N;481;1.33
21PB;2019;B;56604;B Psychologie;SOW;E;N;N;90;1.33
21PB;2019;B;56604;B Psychologie;SOW;R;N;N;46;1.33
21PB;2019;B;56551;B Geneeskunde;MED;N;N;N;433;1.33
21PB;2019;B;56551;B Geneeskunde;MED;E;N;N;73;1.33
21PB;2019;B;56551;B Geneeskunde;MED;R;N;N;32;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;360;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;136;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;76;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;N;N;N;293;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;E;N;N;115;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;R;N;N;44;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;N;N;N;227;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;E;N;N;35;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;R;N;N;16;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;N;N;N;211;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;E;N;N;33;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;R;N;N;11;1.33
21PB;2019;B;56981;B Politicologie;MAN;N;N;N;189;1.33
21PB;2019;B;56981;B Politicologie;MAN;E;N;N;54;1.33
21PB;2019;B;56981;B Politicologie;MAN;R;N;N;18;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;N;N;N;159;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;E;N;N;26;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;R;N;N;9;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;N;N;N;122;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;E;N;N;42;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;R;N;N;17;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;N;N;N;107;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;E;N;N;39;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;R;N;N;23;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;N;N;N;82;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;E;N;N;23;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;R;N;N;12;1.33
21PB;2019;B;56081;B Filosofie;FdL;N;N;N;74;1.33
21PB;2019;B;56081;B Filosofie;FdL;E;N;N;19;1.33
21PB;2019;B;56081;B Filosofie;FdL;R;N;N;9;1.33
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;151;1.09
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;33;1.09
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;17;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;N;N;N;98;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;E;N;N;71;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;R;N;N;38;1.09
21PB;2019;M;60300;M Informatica;SOW;N;N;N;85;1.09
21PB;2019;M;60300;M Informatica;SOW;E;N;N;59;1.09
21PB;2019;M;60300;M Informatica;SOW;R;N;N;30;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;62;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;42;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;26;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;N;N;N;75;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;E;N;N;25;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;R;N;N;13;1.09
21PB;2019;M;60815;M Linguistiek;FdL;N;N;N;45;1.09
21PB;2019;M;60815;M Linguistiek;FdL;E;N;N;30;1.09
21PB;2019;M;60815;M Linguistiek;FdL;R;N;N;16;1.09
