Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2021;B;56604;B Psychologie;SOW;N;N;N;720;1.3
21PB;2021;B;56604;B Psychologie;SOW;E;N;N;130;1.3
21PB;2021;B;56604;B Psychologie;SOW;R;N;N;52;1.3
21PB;2021;B;56551;B Geneeskunde;MED;N;N;N;580;1.3
21PB;2021;B;56551;B Geneeskunde;MED;E;N;N;97;1.3
21PB;2021;B;56551;B Geneeskunde;MED;R;N;N;39;1.3
21PB;2021;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;482;1.3
21PB;2021;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;174;1.3
21PB;2021;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;101;1.3
21PB;2021;B;50645;B Bedrijfskunde;MAN;N;N;N;367;1.3
21PB;2021;B;50645;B Bedrijfskunde;MAN;E;N;N;148;1.3
21PB;2021;B;50645;B Bedrijfskunde;MAN;R;N;N;62;1.3
21PB;2021;B;56990;B Biomedische Wetenschappen;MED;N;N;N;322;1.3
21PB;2021;B;56990;B Biomedische Wetenschappen;MED;E;N;N;51;1.3
21PB;2021;B;56990;B Biomedische Wetenschappen;MED;R;N;N;21;1.3
21PB;2021;B;56615;B Communicatiewetenschap;SOW;N;N;N;278;1.3
21PB;2021;B;56615;B Communicatiewetenschap;SOW;E;N;N;46;1.3
21PB;2021;B;56615;B Communicatiewetenschap;SOW;R;N;N;16;1.3
21PB;2021;B;56981;B Politicologie;MAN;N;N;N;242;1.3
21PB;2021;B;56981;B Politicologie;MAN;E;N;N;67;1.3
21PB;2021;B;56981;B Politicologie;MAN;R;N;N;26;1.3
21PB;2021;B;56034;B Geschiedenis;FdL;N;N;N;230;1.3
21PB;2021;B;56034;B Geschiedenis;FdL;E;N;N;37;1.3
21PB;2021;B;56034;B Geschiedenis;FdL;R;N;N;13;1.3
21PB;2021;B;56980;B Wiskunde;FNWI;N;N;N;152;1.3
21PB;2021;B;56980;B Wiskunde;FNWI;E;N;N;55;1.3
21PB;2021;B;56980;B Wiskunde;FNWI;R;N;N;26;1.3
21PB;2021;B;56984;B Natuurkunde;FNWI;N;N;N;141;1.3
21PB;2021;B;56984;B Natuurkunde;FNWI;E;N;N;51;1.3
21PB;2021;B;56984;B Natuurkunde;FNWI;R;N;N;29;1.3
21PB;2021;B;56857;B Scheikunde;FNWI;N;N;N;111;1.3
21PB;2021;B;56857;B Scheikunde;FNWI;E;N;N;31;1.3
21PB;2021;B;56857;B Scheikunde;FNWI;R;N;N;16;1.3
21PB;2021;B;56081;B Filosofie;FdL;N;N;N;102;1.3
21PB;2021;B;56081;B Filosofie;FdL;E;N;N;26;1.3
21PB;2021;B;56081;B Filosofie;FdL;R;N;N;10;1.3
21PB;2021;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;167;1.07
21PB;2021;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;41;1.07
21PB;2021;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;21;1.07
21PB;2021;M;60720;M Cognitive Neuroscience;SOW;N;N;N;120;1.07
21PB;2021;M;60720;M Cognitive Neuroscience;SOW;E;N;N;85;1.07
21PB;2021;M;60720;M Cognitive Neuroscience;SOW;R;N;N;44;1.07
21PB;2021;M;60300;M Informatica;SOW;N;N;N;102;1.07
21PB;2021;M;60300;M Informatica;SOW;E;N;N;65;1.07
21PB;2021;M;60300;M Informatica;SOW;R;N;N;35;1.07
21PB;2021;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;65;1.07
21PB;2021;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;52;1.07
21PB;2021;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;32;1.07
21PB;2021;M;60450;M Bestuurskunde;MAN;N;N;N;92;1.07
21PB;2021;M;60450;M Bestuurskunde;MAN;E;N;N;29;1.07
21PB;2021;M;60450;M Bestuurskunde;MAN;R;N;N;16;1.07
21PB;2021;M;60815;M Linguistiek;FdL;N;N;N;58;1.07
21PB;2021;M;60815;M Linguistiek;FdL;E;N;N;38;1.07
21PB;2021;M;60815;M Linguistiek;FdL;R;N;N;18;1.07
