Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2017;B;56604;B Psychologie;SOW;N;N;N;442;1.31
21PB;2017;B;56604;B Psychologie;SOW;E;N;N;94;1.31
21PB;2017;B;56604;B Psychologie;SOW;R;N;N;40;1.31
21PB;2017;B;56551;B Geneeskunde;MED;N;N;N;452;1.31
21PB;2017;B;56551;B Geneeskunde;MED;E;N;N;76;1.31
21PB;2017;B;56551;B Geneeskunde;MED;R;N;N;33;1.31
21PB;2017;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;353;1.31
21PB;2017;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;130;1.31
21PB;2017;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;69;1.31
21PB;2017;B;50645;B Bedrijfskunde;MAN;N;N;N;283;1.31
21PB;2017;B;50645;B Bedrijfskunde;MAN;E;N;N;110;1.31
21PB;2017;B;50645;B Bedrijfskunde;MAN;R;N;N;47;1.31
21PB;2017;B;56990;B Biomedische Wetenschappen;MED;N;N;N;242;1.31
21PB;2017;B;56990;B Biomedische Wetenschappen;MED;E;N;N;41;1.31
21PB;2017;B;56990;B Biomedische Wetenschappen;MED;R;N;N;17;1.31
21PB;2017;B;56615;B Communicatiewetenschap;SOW;N;N;N;209;1.31
21PB;2017;B;56615;B Communicatiewetenschap;SOW;E;N;N;31;1.31
21PB;2017;B;56615;B Communicatiewetenschap;SOW;R;N;N;12;1.31
21PB;2017;B;56981;B Politicologie;MAN;N;N;N;184;1.31
21PB;2017;B;56981;B Politicologie;MAN;E;N;N;52;1.31
21PB;2017;B;56981;B Politicologie;MAN;R;N;N;20;1.31
21PB;2017;B;56034;B Geschiedenis;FdL;N;N;N;158;1.31
21PB;2017;B;56034;B Geschiedenis;FdL;E;N;N;25;1.31
21PB;2017;B;56034;B Geschiedenis;FdL;R;N;N;10;1.31
21PB;2017;B;56980;B Wiskunde;FNWI;N;N;N;128;1.31
21PB;2017;B;56980;B Wiskunde;FNWI;E;N;N;45;1.31
21PB;2017;B;56980;B Wiskunde;FNWI;R;N;N;20;1.31
21PB;2017;B;56984;B Natuurkunde;FNWI;N;N;N;112;1.31
21PB;2017;B;56984;B Natuurkunde;FNWI;E;N;N;42;1.31
21PB;2017;B;56984;B Natuurkunde;FNWI;R;N;N;23;1.31
21PB;2017;B;56857;B Scheikunde;FNWI;N;N;N;73;1.31
21PB;2017;B;56857;B Scheikunde;FNWI;E;N;N;22;1.31
21PB;2017;B;56857;B Scheikunde;FNWI;R;N;N;12;1.31
21PB;2017;B;56081;B Filosofie;FdL;N;N;N;68;1.31
21PB;2017;B;56081;B Filosofie;FdL;E;N;N;18;1.31
21PB;2017;B;56081;B Filosofie;FdL;R;N;N;8;1.31
21PB;2017;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;165;1.08
21PB;2017;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;34;1.08
21PB;2017;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;18;1.08
21PB;2017;M;60720;M Cognitive Neuroscience;SOW;N;N;N;115;1.08
21PB;2017;M;60720;M Cognitive Neuroscience;SOW;E;N;N;62;1.08
21PB;2017;M;60720;M Cognitive Neuroscience;SOW;R;N;N;34;1.08
21PB;2017;M;60300;M Informatica;SOW;N;N;N;87;1.08
21PB;2017;M;60300;M Informatica;SOW;E;N;N;60;1.08
21PB;2017;M;60300;M Informatica;SOW;R;N;N;32;1.08
21PB;2017;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;60;1.08
21PB;2017;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;41;1.08
21PB;2017;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;26;1.08
21PB;2017;M;60450;M Bestuurskunde;MAN;N;N;N;69;1.08
21PB;2017;M;60450;M Bestuurskunde;MAN;E;N;N;26;1.08
21PB;2017;M;60450;M Bestuurskunde;MAN;R;N;N;13;1.08
21PB;2017;M;60815;M Linguistiek;FdL;N;N;N;46;1.08
21PB;2017;M;60815;M Linguistiek;FdL;E;N;N;31;1.08
21PB;2017;M;60815;M Linguistiek;FdL;R;N;N;15;1.08
