HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
H,30GB,13,34686,B,1,1,2021,N,9,N,V,1,0,I,J,J,6,6,21,2021-07-26,0
W,21PE,0,56551,B,1,,2021,N,9,N,V,1,0,V,J,J,6,6,27,2021-07-26,0
W,21PI,0,66836,M,1,2,2021,N,9,R,M,0,2,A,N,N,1,1,23,2021-07-26,0
H,25DW,0,34560,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,30,2021-07-26,0
H,21RI,0,34507,B,1,1,2021,N,9,N,V,1,1,A,N,N,1,1,21,2021-07-26,0
W,21PD,0,56551,B,1,1,2021,N,9,N,V,2,0,V,N,N,1,1,21,2021-07-26,0
H,08OK,0,34808,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,36,2021-07-26,0
W,21PE,0,66551,M,1,,2021,N,9,N,V,1,0,I,J,J,6,6,62,2021-07-26,0
W,21PK,0,50897,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,25,2021-07-26,0
H,30GB,0,34116,B,1,1,2021,N,9,N,V,1,0,I,J,J,6,6,31,2021-07-26,0
W,21PF,0,60349,M,1,2,2021,N,9,N,V,1,0,V,N,N,3,5,26,2021-07-26,0
H,25BE,0,39203,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,24,2021-07-26,0
H,15BK,0,34808,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,31,2021-07-26,0
H,27UM,1,35025,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,29,2021-07-26,0
W,21PH,0,60300,M,1,2,2021,N,9,R,M,0,1,A,N,N,1,1,31,2021-07-26,0
H,28DN,0,34507,B,1,1,2021,N,9,N,V,2,0,V,N,N,1,1,22,2021-07-26,0
H,28DN,0,34560,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,26,2021-07-26,0
W,21PK,0,50700,B,1,1,2021,N,9,N,V,1,0,I,J,J,6,6,32,2021-07-26,0
H,27PZ,0,39205,B,1,,2021,N,9,N,V,1,0,I,J,J,6,6,28,2021-07-26,0
H,22OJ,0,34402,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,28,2021-07-26,0
H,30GB,13,39205,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,21,2021-07-26,0
H,28DN,0,30029,B,1,2,2021,N,9,N,M,1,0,V,N,N,1,1,29,2021-07-26,0
W,21PJ,0,50019,B,1,2,2021,N,9,E,M,1,0,V,N,N,1,1,22,2021-07-26,0
W,21PE,0,56607,B,1,,2021,N,9,N,V,1,0,V,J,J,6,6,22,2021-07-26,0
H,21RI,0,34560,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,39,2021-07-26,0
W,21PN,0,50645,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,26,2021-07-26,0
H,21UI,0,35524,B,1,,2021,N,9,N,V,1,0,I,J,J,6,6,22,2021-07-26,0
W,21PL,0,66553,M,1,1,2021,N,9,N,V,1,0,V,N,N,3,5,25,2021-07-26,0
W,21PE,0,50700,B,1,,2021,N,9,N,V,1,0,I,J,J,6,6,21,2021-07-26,0
W,21PE,0,50700,B,1,1,2021,N,9,N,V,1,0,V,N,N,2,2,24,2021-07-26,0
H,27PZ,2,34560,B,1,,2021,N,9,N,V,1,0,I,J,J,6,6,22,2021-07-26,0
W,21PE,0,50645,B,1,,2021,N,9,N,M,1,0,V,J,J,6,6,39,2021-07-26,0
W,21PF,0,60349,M,1,2,2021,N,9,E,V,1,0,V,N,N,1,1,23,2021-07-26,0
H,25KB,1,34040,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,25,2021-07-26,0
W,21PC,0,56604,B,1,1,2021,N,9,N,V,2,0,V,N,N,1,1,24,2021-07-26,0
W,21PE,0,50645,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,52,2021-07-26,0
W,21PC,0,56607,B,1,1,2021,N,9,N,V,1,0,V,J,J,6,6,22,2021-07-26,0
H,25DW,0,34808,B,1,1,2021,N,9,N,V,1,0,V,J,N,4,4,33,2021-07-26,0
H,22OJ,0,34402,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,54,2021-07-26,0
H,07GR,6,34560,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,21,2021-07-26,0
H,28DN,0,39280,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,24,2021-07-26,0
H,25JX,7,39205,B,1,,2021,N,9,N,V,1,0,I,J,J,6,6,27,2021-07-26,0
H,25KB,1,34560,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,51,2021-07-26,0
W,21PB,0,50700,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,30,2021-07-26,0
H,25DW,0,34116,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,26,2021-07-26,0
W,21PF,0,56966,B,1,1,2021,N,9,N,M,1,1,V,N,N,1,1,21,2021-07-26,0
H,22OJ,0,35523,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,24,2021-07-26,0
H,30GB,0,39203,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,32,2021-07-26,0
H,07GR,0,34116,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,23,2021-07-26,0
H,22OJ,0,34560,B,1,,2021,N,9,N,V,1,0,I,J,J,6,6,31,2021-07-26,0
W,21PJ,0,56551,B,1,,2021,N,9,N,V,1,0,V,J,J,6,6,29,2021-07-26,0
H,25BE,0,34116,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,23,2021-07-26,0
H,25DW,0,34560,B,1,,2021,N,9,N,V,1,0,I,J,J,6,6,33,2021-07-26,0
W,21PE,0,60420,M,1,1,2021,N,9,N,V,1,0,V,N,N,3,5,26,2021-07-26,0
W,21PC,0,66551,M,1,1,2021,N,9,N,V,1,0,I,J,J,6,6,42,2021-07-26,0
H,30GB,13,34402,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,39,2021-07-26,0
H,21UI,0,35521,B,1,1,2021,N,9,N,V,1,0,V,N,N,1,1,24,2021-07-26,0
H,28DN,0,35025,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,21,2021-07-26,0
H,28DN,0,30020,B,1,1,2021,N,9,N,M,1,0,V,N,N,1,1,47,2021-07-26,0
