Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2022;B;56604;B Psychologie;SOW;N;N;N;531;1.27
21PB;2022;B;56604;B Psychologie;SOW;E;N;N;114;1.27
21PB;2022;B;56604;B Psychologie;SOW;R;N;N;53;1.27
21PB;2022;B;56551;B Geneeskunde;MED;N;N;N;486;1.27
21PB;2022;B;56551;B Geneeskunde;MED;E;N;N;95;1.27
21PB;2022;B;56551;B Geneeskunde;MED;R;N;N;36;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;422;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;177;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;82;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;N;N;N;346;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;E;N;N;142;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;R;N;N;55;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;N;N;N;293;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;E;N;N;44;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;R;N;N;19;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;N;N;N;269;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;E;N;N;41;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;R;N;N;14;1.27
21PB;2022;B;56981;B Politicologie;MAN;N;N;N;224;1.27
21PB;2022;B;56981;B Politicologie;MAN;E;N;N;66;1.27
21PB;2022;B;56981;B Politicologie;MAN;R;N;N;24;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;N;N;N;211;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;E;N;N;34;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;R;N;N;12;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;N;N;N;152;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;E;N;N;50;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;R;N;N;23;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;N;N;N;140;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;E;N;N;47;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;R;N;N;27;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;N;N;N;105;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;E;N;N;28;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;R;N;N;15;1.27
21PB;2022;B;56081;B Filosofie;FdL;N;N;N;87;1.27
21PB;2022;B;56081;B Filosofie;FdL;E;N;N;24;1.27
21PB;2022;B;56081;B Filosofie;FdL;R;N;N;9;1.27
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;186;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;38;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;22;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;N;N;N;120;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;E;N;N;80;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;R;N;N;45;1.13
21PB;2022;M;60300;M Informatica;SOW;N;N;N;101;1.13
21PB;2022;M;60300;M Informatica;SOW;E;N;N;65;1.13
21PB;2022;M;60300;M Informatica;SOW;R;N;N;34;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;73;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;48;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;31;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;N;N;N;92;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;E;N;N;28;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;R;N;N;14;1.13
21PB;2022;M;60815;M Linguistiek;FdL;N;N;N;63;1.13
21PB;2022;M;60815;M Linguistiek;FdL;E;N;N;36;1.13
21PB;2022;M;60815;M Linguistiek;FdL;R;N;N;16;1.13
