Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2016;B;56604;B Psychologie;SOW;N;N;N;431;1.29
21PB;2016;B;56604;B Psychologie;SOW;E;N;N;82;1.29
21PB;2016;B;56604;B Psychologie;SOW;R;N;N;35;1.29
21PB;2016;B;56551;B Geneeskunde;MED;N;N;N;365;1.29
21PB;2016;B;56551;B Geneeskunde;MED;E;N;N;65;1.29
21PB;2016;B;56551;B Geneeskunde;MED;R;N;N;28;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;267;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;125;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;61;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;N;N;N;275;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;E;N;N;102;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;R;N;N;38;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;N;N;N;244;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;E;N;N;31;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;R;N;N;13;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;N;N;N;204;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;E;N;N;34;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;R;N;N;12;1.29
21PB;2016;B;56981;B Politicologie;MAN;N;N;N;188;1.29
21PB;2016;B;56981;B Politicologie;MAN;E;N;N;45;1.29
21PB;2016;B;56981;B Politicologie;MAN;R;N;N;18;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;N;N;N;144;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;E;N;N;24;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;R;N;N;7;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;N;N;N;106;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;E;N;N;38;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;R;N;N;17;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;N;N;N;91;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;E;N;N;34;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;R;N;N;21;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;N;N;N;76;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;E;N;N;21;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;R;N;N;11;1.29
21PB;2016;B;56081;B Filosofie;FdL;N;N;N;65;1.29
21PB;2016;B;56081;B Filosofie;FdL;E;N;N;15;1.29
21PB;2016;B;56081;B Filosofie;FdL;R;N;N;7;1.29
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;146;1.1
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;34;1.1
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;15;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;N;N;N;86;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;E;N;N;62;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;R;N;N;37;1.1
21PB;2016;M;60300;M Informatica;SOW;N;N;N;79;1.1
21PB;2016;M;60300;M Informatica;SOW;E;N;N;49;1.1
21PB;2016;M;60300;M Informatica;SOW;R;N;N;27;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;51;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;39;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;23;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;N;N;N;64;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;E;N;N;22;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;R;N;N;12;1.1
21PB;2016;M;60815;M Linguistiek;FdL;N;N;N;39;1.1
21PB;2016;M;60815;M Linguistiek;FdL;E;N;N;26;1.1
21PB;2016;M;60815;M Linguistiek;FdL;R;N;N;14;1.1
