Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2018;B;56604;B Psychologie;SOW;N;N;N;479;1.28
21PB;2018;B;56604;B Psychologie;SOW;E;N;N;107;1.28
21PB;2018;B;56604;B Psychologie;SOW;R;N;N;45;1.28
21PB;2018;B;56551;B Geneeskunde;MED;N;N;N;507;1.28
21PB;2018;B;56551;B Geneeskunde;MED;E;N;N;88;1.28
21PB;2018;B;56551;B Geneeskunde;MED;R;N;N;37;1.28
21PB;2018;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;389;1.28
21PB;2018;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;147;1.28
21PB;2018;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;76;1.28
21PB;2018;B;50645;B Bedrijfskunde;MAN;N;N;N;345;1.28
21PB;2018;B;50645;B Bedrijfskunde;MAN;E;N;N;113;1.28
21PB;2018;B;50645;B Bedrijfskunde;MAN;R;N;N;53;1.28
21PB;2018;B;56990;B Biomedische Wetenschappen;MED;N;N;N;263;1.28
21PB;2018;B;56990;B Biomedische Wetenschappen;MED;E;N;N;42;1.28
21PB;2018;B;56990;B Biomedische Wetenschappen;MED;R;N;N;18;1.28
21PB;2018;B;56615;B Communicatiewetenschap;SOW;N;N;N;219;1.28
21PB;2018;B;56615;B Communicatiewetenschap;SOW;E;N;N;40;1.28
21PB;2018;B;56615;B Communicatiewetenschap;SOW;R;N;N;13;1.28
21PB;2018;B;56981;B Politicologie;MAN;N;N;N;227;1.28
21PB;2018;B;56981;B Politicologie;MAN;E;N;N;64;1.28
21PB;2018;B;56981;B Politicologie;MAN;R;N;N;22;1.28
21PB;2018;B;56034;B Geschiedenis;FdL;N;N;N;172;1.28
21PB;2018;B;56034;B Geschiedenis;FdL;E;N;N;28;1.28
21PB;2018;B;56034;B Geschiedenis;FdL;R;N;N;11;1.28
21PB;2018;B;56980;B Wiskunde;FNWI;N;N;N;137;1.28
21PB;2018;B;56980;B Wiskunde;FNWI;E;N;N;48;1.28
21PB;2018;B;56980;B Wiskunde;FNWI;R;N;N;22;1.28
21PB;2018;B;56984;B Natuurkunde;FNWI;N;N;N;123;1.28
21PB;2018;B;56984;B Natuurkunde;FNWI;E;N;N;41;1.28
21PB;2018;B;56984;B Natuurkunde;FNWI;R;N;N;25;1.28
21PB;2018;B;56857;B Scheikunde;FNWI;N;N;N;94;1.28
21PB;2018;B;56857;B Scheikunde;FNWI;E;N;N;25;1.28
21PB;2018;B;56857;B Scheikunde;FNWI;R;N;N;14;1.28
21PB;2018;B;56081;B Filosofie;FdL;N;N;N;79;1.28
21PB;2018;B;56081;B Filosofie;FdL;E;N;N;20;1.28
21PB;2018;B;56081;B Filosofie;FdL;R;N;N;9;1.28
21PB;2018;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;164;1.12
21PB;2018;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;39;1.12
21PB;2018;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;17;1.12
21PB;2018;M;60720;M Cognitive Neuroscience;SOW;N;N;N;110;1.12
21PB;2018;M;60720;M Cognitive Neuroscience;SOW;E;N;N;79;1.12
21PB;2018;M;60720;M Cognitive Neuroscience;SOW;R;N;N;43;1.12
21PB;2018;M;60300;M Informatica;SOW;N;N;N;90;1.12
21PB;2018;M;60300;M Informatica;SOW;E;N;N;61;1.12
21PB;2018;M;60300;M Informatica;SOW;R;N;N;30;1.12
21PB;2018;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;63;1.12
21PB;2018;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;49;1.12
21PB;2018;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;28;1.12
21PB;2018;M;60450;M Bestuurskunde;MAN;N;N;N;76;1.12
21PB;2018;M;60450;M Bestuurskunde;MAN;E;N;N;27;1.12
21PB;2018;M;60450;M Bestuurskunde;MAN;R;N;N;15;1.12
21PB;2018;M;60815;M Linguistiek;FdL;N;N;N;51;1.12
21PB;2018;M;60815;M Linguistiek;FdL;E;N;N;34;1.12
21PB;2018;M;60815;M Linguistiek;FdL;R;N;N;17;1.12
