Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2020;B;56604;B Psychologie;SOW;N;N;N;395;1.35
21PB;2020;B;56604;B Psychologie;SOW;E;N;N;69;1.35
21PB;2020;B;56604;B Psychologie;SOW;R;N;N;36;1.35
21PB;2020;B;56551;B Geneeskunde;MED;N;N;N;387;1.35
21PB;2020;B;56551;B Geneeskunde;MED;E;N;N;60;1.35
21PB;2020;B;56551;B Geneeskunde;MED;R;N;N;24;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;271;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;109;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;49;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;N;N;N;229;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;E;N;N;89;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;R;N;N;38;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;N;N;N;216;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;E;N;N;32;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;R;N;N;13;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;N;N;N;168;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;E;N;N;27;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;R;N;N;9;1.35
21PB;2020;B;56981;B Politicologie;MAN;N;N;N;166;1.35
21PB;2020;B;56981;B Politicologie;MAN;E;N;N;44;1.35
21PB;2020;B;56981;B Politicologie;MAN;R;N;N;16;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;N;N;N;133;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;E;N;N;22;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;R;N;N;7;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;N;N;N;105;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;E;N;N;36;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;R;N;N;14;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;N;N;N;96;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;E;N;N;30;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;R;N;N;18;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;N;N;N;64;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;E;N;N;19;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;R;N;N;10;1.35
21PB;2020;B;56081;B Filosofie;FdL;N;N;N;59;1.35
21PB;2020;B;56081;B Filosofie;FdL;E;N;N;16;1.35
21PB;2020;B;56081;B Filosofie;FdL;R;N;N;6;1.35
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;143;1.11
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;28;1.11
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;15;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;N;N;N;94;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;E;N;N;57;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;R;N;N;35;1.11
21PB;2020;M;60300;M Informatica;SOW;N;N;N;78;1.11
21PB;2020;M;60300;M Informatica;SOW;E;N;N;49;1.11
21PB;2020;M;60300;M Informatica;SOW;R;N;N;28;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;52;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;37;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;22;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;N;N;N;64;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;E;N;N;22;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;R;N;N;12;1.11
21PB;2020;M;60815;M Linguistiek;FdL;N;N;N;41;1.11
21PB;2020;M;60815;M Linguistiek;FdL;E;N;N;26;1.11
21PB;2020;M;60815;M Linguistiek;FdL;R;N;N;14;1.11
