Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2024;B;56604;B Psychologie;SOW;N;N;N;530;1.34
21PB;2024;B;56604;B Psychologie;SOW;E;N;N;106;1.34
21PB;2024;B;56604;B Psychologie;SOW;R;N;N;51;1.34
21PB;2024;B;56551;B Geneeskunde;MED;N;N;N;520;1.34
21PB;2024;B;56551;B Geneeskunde;MED;E;N;N;80;1.34
21PB;2024;B;56551;B Geneeskunde;MED;R;N;N;38;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;368;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;144;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;80;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;N;N;N;308;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;E;N;N;134;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;R;N;N;48;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;N;N;N;283;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;E;N;N;43;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;R;N;N;19;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;N;N;N;235;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;E;N;N;40;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;R;N;N;12;1.34
21PB;2024;B;56981;B Politicologie;MAN;N;N;N;212;1.34
21PB;2024;B;56981;B Politicologie;MAN;E;N;N;58;1.34
21PB;2024;B;56981;B Politicologie;MAN;R;N;N;21;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;N;N;N;185;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;E;N;N;31;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;R;N;N;11;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;N;N;N;143;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;E;N;N;49;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;R;N;N;21;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;N;N;N;130;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;E;N;N;44;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;R;N;N;27;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;N;N;N;94;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;E;N;N;26;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;R;N;N;13;1.34
21PB;2024;B;56081;B Filosofie;FdL;N;N;N;96;1.34
21PB;2024;B;56081;B Filosofie;FdL;E;N;N;22;1.34
21PB;2024;B;56081;B Filosofie;FdL;R;N;N;9;1.34
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;190;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;39;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;21;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;N;N;N;123;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;E;N;N;73;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;R;N;N;46;1.11
21PB;2024;M;60300;M Informatica;SOW;N;N;N;102;1.11
21PB;2024;M;60300;M Informatica;SOW;E;N;N;65;1.11
21PB;2024;M;60300;M Informatica;SOW;R;N;N;36;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;75;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;45;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;31;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;N;N;N;84;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;E;N;N;30;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;R;N;N;14;1.11
21PB;2024;M;60815;M Linguistiek;FdL;N;N;N;61;1.11
21PB;2024;M;60815;M Linguistiek;FdL;E;N;N;35;1.11
21PB;2024;M;60815;M Linguistiek;FdL;R;N;N;17;1.11
