Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2024;B;56604;B Psychologie;SOW;N;N;N;458;1.34
21PB;2024;B;56604;B Psychologie;SOW;E;N;N;91;1.34
21PB;2024;B;56604;B Psychologie;SOW;R;N;N;45;1.34
21PB;2024;B;56551;B Geneeskunde;MED;N;N;N;462;1.34
21PB;2024;B;56551;B Geneeskunde;MED;E;N;N;69;1.34
21PB;2024;B;56551;B Geneeskunde;MED;R;N;N;33;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;325;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;127;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;70;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;N;N;N;265;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;E;N;N;119;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;R;N;N;41;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;N;N;N;245;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;E;N;N;38;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;R;N;N;16;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;N;N;N;206;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;E;N;N;35;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;R;N;N;11;1.34
21PB;2024;B;56981;B Politicologie;MAN;N;N;N;182;1.34
21PB;2024;B;56981;B Politicologie;MAN;E;N;N;51;1.34
21PB;2024;B;56981;B Politicologie;MAN;R;N;N;18;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;N;N;N;163;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;E;N;N;27;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;R;N;N;10;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;N;N;N;125;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;E;N;N;43;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;R;N;N;19;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;N;N;N;113;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;E;N;N;38;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;R;N;N;23;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;N;N;N;81;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;E;N;N;23;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;R;N;N;12;1.34
21PB;2024;B;56081;B Filosofie;FdL;N;N;N;84;1.34
21PB;2024;B;56081;B Filosofie;FdL;E;N;N;19;1.34
21PB;2024;B;56081;B Filosofie;FdL;R;N;N;8;1.34
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;177;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;36;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;20;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;N;N;N;112;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;E;N;N;68;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;R;N;N;42;1.11
21PB;2024;M;60300;M Informatica;SOW;N;N;N;95;1.11
21PB;2024;M;60300;M Informatica;SOW;E;N;N;61;1.11
21PB;2024;M;60300;M Informatica;SOW;R;N;N;34;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;69;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;41;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;29;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;N;N;N;78;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;E;N;N;28;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;R;N;N;13;1.11
21PB;2024;M;60815;M Linguistiek;FdL;N;N;N;57;1.11
21PB;2024;M;60815;M Linguistiek;FdL;E;N;N;33;1.11
21PB;2024;M;60815;M Linguistiek;FdL;R;N;N;16;1.11
