Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2022;B;56604;B Psychologie;SOW;N;N;N;577;1.27
21PB;2022;B;56604;B Psychologie;SOW;E;N;N;124;1.27
21PB;2022;B;56604;B Psychologie;SOW;R;N;N;57;1.27
21PB;2022;B;56551;B Geneeskunde;MED;N;N;N;533;1.27
21PB;2022;B;56551;B Geneeskunde;MED;E;N;N;105;1.27
21PB;2022;B;56551;B Geneeskunde;MED;R;N;N;40;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;464;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;194;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;89;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;N;N;N;376;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;E;N;N;151;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;R;N;N;61;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;N;N;N;324;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;E;N;N;48;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;R;N;N;21;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;N;N;N;295;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;E;N;N;44;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;R;N;N;15;1.27
21PB;2022;B;56981;B Politicologie;MAN;N;N;N;246;1.27
21PB;2022;B;56981;B Politicologie;MAN;E;N;N;72;1.27
21PB;2022;B;56981;B Politicologie;MAN;R;N;N;26;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;N;N;N;227;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;E;N;N;37;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;R;N;N;13;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;N;N;N;167;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;E;N;N;54;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;R;N;N;26;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;N;N;N;154;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;E;N;N;52;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;R;N;N;29;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;N;N;N;114;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;E;N;N;30;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;R;N;N;16;1.27
21PB;2022;B;56081;B Filosofie;FdL;N;N;N;96;1.27
21PB;2022;B;56081;B Filosofie;FdL;E;N;N;26;1.27
21PB;2022;B;56081;B Filosofie;FdL;R;N;N;10;1.27
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;194;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;40;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;23;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;N;N;N;124;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;E;N;N;83;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;R;N;N;46;1.13
21PB;2022;M;60300;M Informatica;SOW;N;N;N;104;1.13
21PB;2022;M;60300;M Informatica;SOW;E;N;N;68;1.13
21PB;2022;M;60300;M Informatica;SOW;R;N;N;35;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;76;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;50;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;32;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;N;N;N;96;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;E;N;N;30;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;R;N;N;15;1.13
21PB;2022;M;60815;M Linguistiek;FdL;N;N;N;65;1.13
21PB;2022;M;60815;M Linguistiek;FdL;E;N;N;37;1.13
21PB;2022;M;60815;M Linguistiek;FdL;R;N;N;17;1.13
