Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2023;B;56604;B Psychologie;SOW;N;N;N;487;1.32
21PB;2023;B;56604;B Psychologie;SOW;E;N;N;82;1.32
21PB;2023;B;56604;B Psychologie;SOW;R;N;N;38;1.32
21PB;2023;B;56551;B Geneeskunde;MED;N;N;N;418;1.32
21PB;2023;B;56551;B Geneeskunde;MED;E;N;N;79;1.32
21PB;2023;B;56551;B Geneeskunde;MED;R;N;N;32;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;327;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;129;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;67;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;N;N;N;309;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;E;N;N;109;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;R;N;N;44;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;N;N;N;216;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;E;N;N;35;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;R;N;N;15;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;N;N;N;214;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;E;N;N;35;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;R;N;N;12;1.32
21PB;2023;B;56981;B Politicologie;MAN;N;N;N;175;1.32
21PB;2023;B;56981;B Politicologie;MAN;E;N;N;50;1.32
21PB;2023;B;56981;B Politicologie;MAN;R;N;N;16;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;N;N;N;150;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;E;N;N;26;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;R;N;N;8;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;N;N;N;115;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;E;N;N;41;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;R;N;N;20;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;N;N;N;110;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;E;N;N;34;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;R;N;N;24;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;N;N;N;79;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;E;N;N;23;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;R;N;N;11;1.32
21PB;2023;B;56081;B Filosofie;FdL;N;N;N;64;1.32
21PB;2023;B;56081;B Filosofie;FdL;E;N;N;18;1.32
21PB;2023;B;56081;B Filosofie;FdL;R;N;N;7;1.32
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;153;1.1
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;32;1.1
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;17;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;N;N;N;107;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;E;N;N;62;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;R;N;N;37;1.1
21PB;2023;M;60300;M Informatica;SOW;N;N;N;84;1.1
21PB;2023;M;60300;M Informatica;SOW;E;N;N;55;1.1
21PB;2023;M;60300;M Informatica;SOW;R;N;N;30;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;64;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;43;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;23;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;N;N;N;69;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;E;N;N;26;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;R;N;N;13;1.1
21PB;2023;M;60815;M Linguistiek;FdL;N;N;N;47;1.1
21PB;2023;M;60815;M Linguistiek;FdL;E;N;N;30;1.1
21PB;2023;M;60815;M Linguistiek;FdL;R;N;N;16;1.1
