Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2023;B;56604;B Psychologie;SOW;N;N;N;417;1.32
21PB;2023;B;56604;B Psychologie;SOW;E;N;N;69;1.32
21PB;2023;B;56604;B Psychologie;SOW;R;N;N;33;1.32
21PB;2023;B;56551;B Geneeskunde;MED;N;N;N;346;1.32
21PB;2023;B;56551;B Geneeskunde;MED;E;N;N;67;1.32
21PB;2023;B;56551;B Geneeskunde;MED;R;N;N;26;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;278;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;106;1.32
21PB;2023;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;56;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;N;N;N;259;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;E;N;N;92;1.32
21PB;2023;B;50645;B Bedrijfskunde;MAN;R;N;N;37;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;N;N;N;177;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;E;N;N;30;1.32
21PB;2023;B;56990;B Biomedische Wetenschappen;MED;R;N;N;12;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;N;N;N;180;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;E;N;N;29;1.32
21PB;2023;B;56615;B Communicatiewetenschap;SOW;R;N;N;10;1.32
21PB;2023;B;56981;B Politicologie;MAN;N;N;N;149;1.32
21PB;2023;B;56981;B Politicologie;MAN;E;N;N;42;1.32
21PB;2023;B;56981;B Politicologie;MAN;R;N;N;13;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;N;N;N;124;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;E;N;N;22;1.32
21PB;2023;B;56034;B Geschiedenis;FdL;R;N;N;7;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;N;N;N;96;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;E;N;N;36;1.32
21PB;2023;B;56980;B Wiskunde;FNWI;R;N;N;17;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;N;N;N;93;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;E;N;N;29;1.32
21PB;2023;B;56984;B Natuurkunde;FNWI;R;N;N;20;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;N;N;N;65;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;E;N;N;19;1.32
21PB;2023;B;56857;B Scheikunde;FNWI;R;N;N;10;1.32
21PB;2023;B;56081;B Filosofie;FdL;N;N;N;54;1.32
21PB;2023;B;56081;B Filosofie;FdL;E;N;N;15;1.32
21PB;2023;B;56081;B Filosofie;FdL;R;N;N;6;1.32
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;138;1.1
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;29;1.1
21PB;2023;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;16;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;N;N;N;97;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;E;N;N;56;1.1
21PB;2023;M;60720;M Cognitive Neuroscience;SOW;R;N;N;34;1.1
21PB;2023;M;60300;M Informatica;SOW;N;N;N;76;1.1
21PB;2023;M;60300;M Informatica;SOW;E;N;N;50;1.1
21PB;2023;M;60300;M Informatica;SOW;R;N;N;27;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;58;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;39;1.1
21PB;2023;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;21;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;N;N;N;63;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;E;N;N;23;1.1
21PB;2023;M;60450;M Bestuurskunde;MAN;R;N;N;11;1.1
21PB;2023;M;60815;M Linguistiek;FdL;N;N;N;43;1.1
21PB;2023;M;60815;M Linguistiek;FdL;E;N;N;26;1.1
21PB;2023;M;60815;M Linguistiek;FdL;R;N;N;14;1.1
