Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2020;B;56604;B Psychologie;SOW;N;N;N;534;1.35
21PB;2020;B;56604;B Psychologie;SOW;E;N;N;96;1.35
21PB;2020;B;56604;B Psychologie;SOW;R;N;N;50;1.35
21PB;2020;B;56551;B Geneeskunde;MED;N;N;N;521;1.35
21PB;2020;B;56551;B Geneeskunde;MED;E;N;N;84;1.35
21PB;2020;B;56551;B Geneeskunde;MED;R;N;N;33;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;380;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;153;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;69;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;N;N;N;319;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;E;N;N;122;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;R;N;N;50;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;N;N;N;292;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;E;N;N;44;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;R;N;N;18;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;N;N;N;236;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;E;N;N;37;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;R;N;N;13;1.35
21PB;2020;B;56981;B Politicologie;MAN;N;N;N;234;1.35
21PB;2020;B;56981;B Politicologie;MAN;E;N;N;62;1.35
21PB;2020;B;56981;B Politicologie;MAN;R;N;N;22;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;N;N;N;185;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;E;N;N;30;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;R;N;N;9;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;N;N;N;143;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;E;N;N;49;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;R;N;N;19;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;N;N;N;134;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;E;N;N;43;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;R;N;N;24;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;N;N;N;92;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;E;N;N;26;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;R;N;N;14;1.35
21PB;2020;B;56081;B Filosofie;FdL;N;N;N;81;1.35
21PB;2020;B;56081;B Filosofie;FdL;E;N;N;22;1.35
21PB;2020;B;56081;B Filosofie;FdL;R;N;N;8;1.35
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;172;1.11
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;34;1.11
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;18;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;N;N;N;112;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;E;N;N;68;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;R;N;N;42;1.11
21PB;2020;M;60300;M Informatica;SOW;N;N;N;96;1.11
21PB;2020;M;60300;M Informatica;SOW;E;N;N;60;1.11
21PB;2020;M;60300;M Informatica;SOW;R;N;N;34;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;63;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;45;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;27;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;N;N;N;76;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;E;N;N;26;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;R;N;N;14;1.11
21PB;2020;M;60815;M Linguistiek;FdL;N;N;N;49;1.11
21PB;2020;M;60815;M Linguistiek;FdL;E;N;N;32;1.11
21PB;2020;M;60815;M Linguistiek;FdL;R;N;N;17;1.11
