Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2019;B;56604;B Psychologie;SOW;N;N;N;627;1.33
21PB;2019;B;56604;B Psychologie;SOW;E;N;N;116;1.33
21PB;2019;B;56604;B Psychologie;SOW;R;N;N;58;1.33
21PB;2019;B;56551;B Geneeskunde;MED;N;N;N;544;1.33
21PB;2019;B;56551;B Geneeskunde;MED;E;N;N;93;1.33
21PB;2019;B;56551;B Geneeskunde;MED;R;N;N;41;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;450;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;171;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;93;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;N;N;N;368;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;E;N;N;142;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;R;N;N;58;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;N;N;N;290;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;E;N;N;43;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;R;N;N;20;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;N;N;N;273;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;E;N;N;41;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;R;N;N;15;1.33
21PB;2019;B;56981;B Politicologie;MAN;N;N;N;239;1.33
21PB;2019;B;56981;B Politicologie;MAN;E;N;N;67;1.33
21PB;2019;B;56981;B Politicologie;MAN;R;N;N;24;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;N;N;N;195;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;E;N;N;33;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;R;N;N;12;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;N;N;N;157;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;E;N;N;55;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;R;N;N;23;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;N;N;N;137;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;E;N;N;48;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;R;N;N;30;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;N;N;N;104;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;E;N;N;29;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;R;N;N;14;1.33
21PB;2019;B;56081;B Filosofie;FdL;N;N;N;93;1.33
21PB;2019;B;56081;B Filosofie;FdL;E;N;N;24;1.33
21PB;2019;B;56081;B Filosofie;FdL;R;N;N;11;1.33
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;173;1.09
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;38;1.09
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;19;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;N;N;N;111;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;E;N;N;79;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;R;N;N;43;1.09
21PB;2019;M;60300;M Informatica;SOW;N;N;N;97;1.09
21PB;2019;M;60300;M Informatica;SOW;E;N;N;68;1.09
21PB;2019;M;60300;M Informatica;SOW;R;N;N;35;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;70;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;48;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;30;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;N;N;N;85;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;E;N;N;28;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;R;N;N;15;1.09
21PB;2019;M;60815;M Linguistiek;FdL;N;N;N;50;1.09
21PB;2019;M;60815;M Linguistiek;FdL;E;N;N;34;1.09
21PB;2019;M;60815;M Linguistiek;FdL;R;N;N;18;1.09
