Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2021;B;56604;B Psychologie;SOW;N;N;N;660;1.3
21PB;2021;B;56604;B Psychologie;SOW;E;N;N;120;1.3
21PB;2021;B;56604;B Psychologie;SOW;R;N;N;48;1.3
21PB;2021;B;56551;B Geneeskunde;MED;N;N;N;533;1.3
21PB;2021;B;56551;B Geneeskunde;MED;E;N;N;88;1.3
21PB;2021;B;56551;B Geneeskunde;MED;R;N;N;37;1.3
21PB;2021;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;442;1.3
21PB;2021;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;164;1.3
21PB;2021;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;95;1.3
21PB;2021;B;50645;B Bedrijfskunde;MAN;N;N;N;341;1.3
21PB;2021;B;50645;B Bedrijfskunde;MAN;E;N;N;139;1.3
21PB;2021;B;50645;B Bedrijfskunde;MAN;R;N;N;57;1.3
21PB;2021;B;56990;B Biomedische Wetenschappen;MED;N;N;N;295;1.3
21PB;2021;B;56990;B Biomedische Wetenschappen;MED;E;N;N;48;1.3
21PB;2021;B;56990;B Biomedische Wetenschappen;MED;R;N;N;19;1.3
21PB;2021;B;56615;B Communicatiewetenschap;SOW;N;N;N;258;1.3
21PB;2021;B;56615;B Communicatiewetenschap;SOW;E;N;N;42;1.3
21PB;2021;B;56615;B Communicatiewetenschap;SOW;R;N;N;15;1.3
21PB;2021;B;56981;B Politicologie;MAN;N;N;N;221;1.3
21PB;2021;B;56981;B Politicologie;MAN;E;N;N;62;1.3
21PB;2021;B;56981;B Politicologie;MAN;R;N;N;24;1.3
21PB;2021;B;56034;B Geschiedenis;FdL;N;N;N;210;1.3
21PB;2021;B;56034;B Geschiedenis;FdL;E;N;N;35;1.3
21PB;2021;B;56034;B Geschiedenis;FdL;R;N;N;12;1.3
21PB;2021;B;56980;B Wiskunde;FNWI;N;N;N;140;1.3
21PB;2021;B;56980;B Wiskunde;FNWI;E;N;N;51;1.3
21PB;2021;B;56980;B Wiskunde;FNWI;R;N;N;24;1.3
21PB;2021;B;56984;B Natuurkunde;FNWI;N;N;N;130;1.3
21PB;2021;B;56984;B Natuurkunde;FNWI;E;N;N;49;1.3
21PB;2021;B;56984;B Natuurkunde;FNWI;R;N;N;27;1.3
21PB;2021;B;56857;B Scheikunde;FNWI;N;N;N;102;1.3
21PB;2021;B;56857;B Scheikunde;FNWI;E;N;N;28;1.3
21PB;2021;B;56857;B Scheikunde;FNWI;R;N;N;15;1.3
21PB;2021;B;56081;B Filosofie;FdL;N;N;N;94;1.3
21PB;2021;B;56081;B Filosofie;FdL;E;N;N;24;1.3
21PB;2021;B;56081;B Filosofie;FdL;R;N;N;9;1.3
21PB;2021;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;160;1.07
21PB;2021;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;39;1.07
21PB;2021;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;20;1.07
21PB;2021;M;60720;M Cognitive Neuroscience;SOW;N;N;N;116;1.07
21PB;2021;M;60720;M Cognitive Neuroscience;SOW;E;N;N;82;1.07
21PB;2021;M;60720;M Cognitive Neuroscience;SOW;R;N;N;43;1.07
21PB;2021;M;60300;M Informatica;SOW;N;N;N;98;1.07
21PB;2021;M;60300;M Informatica;SOW;E;N;N;64;1.07
21PB;2021;M;60300;M Informatica;SOW;R;N;N;34;1.07
21PB;2021;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;63;1.07
21PB;2021;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;50;1.07
21PB;2021;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;31;1.07
21PB;2021;M;60450;M Bestuurskunde;MAN;N;N;N;88;1.07
21PB;2021;M;60450;M Bestuurskunde;MAN;E;N;N;28;1.07
21PB;2021;M;60450;M Bestuurskunde;MAN;R;N;N;16;1.07
21PB;2021;M;60815;M Linguistiek;FdL;N;N;N;57;1.07
21PB;2021;M;60815;M Linguistiek;FdL;E;N;N;37;1.07
21PB;2021;M;60815;M Linguistiek;FdL;R;N;N;17;1.07
