Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2019;B;56604;B Psychologie;SOW;N;N;N;288;1.33
21PB;2019;B;56604;B Psychologie;SOW;E;N;N;54;1.33
21PB;2019;B;56604;B Psychologie;SOW;R;N;N;28;1.33
21PB;2019;B;56551;B Geneeskunde;MED;N;N;N;263;1.33
21PB;2019;B;56551;B Geneeskunde;MED;E;N;N;43;1.33
21PB;2019;B;56551;B Geneeskunde;MED;R;N;N;19;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;219;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;85;1.33
21PB;2019;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;47;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;N;N;N;179;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;E;N;N;70;1.33
21PB;2019;B;50645;B Bedrijfskunde;MAN;R;N;N;26;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;N;N;N;142;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;E;N;N;21;1.33
21PB;2019;B;56990;B Biomedische Wetenschappen;MED;R;N;N;10;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;N;N;N;125;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;E;N;N;20;1.33
21PB;2019;B;56615;B Communicatiewetenschap;SOW;R;N;N;7;1.33
21PB;2019;B;56981;B Politicologie;MAN;N;N;N;112;1.33
21PB;2019;B;56981;B Politicologie;MAN;E;N;N;33;1.33
21PB;2019;B;56981;B Politicologie;MAN;R;N;N;11;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;N;N;N;97;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;E;N;N;16;1.33
21PB;2019;B;56034;B Geschiedenis;FdL;R;N;N;6;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;N;N;N;72;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;E;N;N;25;1.33
21PB;2019;B;56980;B Wiskunde;FNWI;R;N;N;10;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;N;N;N;64;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;E;N;N;23;1.33
21PB;2019;B;56984;B Natuurkunde;FNWI;R;N;N;13;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;N;N;N;50;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;E;N;N;15;1.33
21PB;2019;B;56857;B Scheikunde;FNWI;R;N;N;7;1.33
21PB;2019;B;56081;B Filosofie;FdL;N;N;N;45;1.33
21PB;2019;B;56081;B Filosofie;FdL;E;N;N;11;1.33
21PB;2019;B;56081;B Filosofie;FdL;R;N;N;5;1.33
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;107;1.09
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;25;1.09
21PB;2019;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;13;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;N;N;N;72;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;E;N;N;52;1.09
21PB;2019;M;60720;M Cognitive Neuroscience;SOW;R;N;N;28;1.09
21PB;2019;M;60300;M Informatica;SOW;N;N;N;61;1.09
21PB;2019;M;60300;M Informatica;SOW;E;N;N;44;1.09
21PB;2019;M;60300;M Informatica;SOW;R;N;N;22;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;45;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;31;1.09
21PB;2019;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;19;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;N;N;N;57;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;E;N;N;18;1.09
21PB;2019;M;60450;M Bestuurskunde;MAN;R;N;N;10;1.09
21PB;2019;M;60815;M Linguistiek;FdL;N;N;N;31;1.09
21PB;2019;M;60815;M Linguistiek;FdL;E;N;N;22;1.09
21PB;2019;M;60815;M Linguistiek;FdL;R;N;N;12;1.09
