Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2020;B;56604;B Psychologie;SOW;N;N;N;615;1.35
21PB;2020;B;56604;B Psychologie;SOW;E;N;N;115;1.35
21PB;2020;B;56604;B Psychologie;SOW;R;N;N;60;1.35
21PB;2020;B;56551;B Geneeskunde;MED;N;N;N;599;1.35
21PB;2020;B;56551;B Geneeskunde;MED;E;N;N;103;1.35
21PB;2020;B;56551;B Geneeskunde;MED;R;N;N;40;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;447;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;178;1.35
21PB;2020;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;85;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;N;N;N;387;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;E;N;N;144;1.35
21PB;2020;B;50645;B Bedrijfskunde;MAN;R;N;N;59;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;N;N;N;336;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;E;N;N;51;1.35
21PB;2020;B;56990;B Biomedische Wetenschappen;MED;R;N;N;21;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;N;N;N;285;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;E;N;N;43;1.35
21PB;2020;B;56615;B Communicatiewetenschap;SOW;R;N;N;15;1.35
21PB;2020;B;56981;B Politicologie;MAN;N;N;N;277;1.35
21PB;2020;B;56981;B Politicologie;MAN;E;N;N;76;1.35
21PB;2020;B;56981;B Politicologie;MAN;R;N;N;26;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;N;N;N;215;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;E;N;N;35;1.35
21PB;2020;B;56034;B Geschiedenis;FdL;R;N;N;11;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;N;N;N;164;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;E;N;N;56;1.35
21PB;2020;B;56980;B Wiskunde;FNWI;R;N;N;23;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;N;N;N;157;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;E;N;N;49;1.35
21PB;2020;B;56984;B Natuurkunde;FNWI;R;N;N;28;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;N;N;N;110;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;E;N;N;30;1.35
21PB;2020;B;56857;B Scheikunde;FNWI;R;N;N;16;1.35
21PB;2020;B;56081;B Filosofie;FdL;N;N;N;94;1.35
21PB;2020;B;56081;B Filosofie;FdL;E;N;N;25;1.35
21PB;2020;B;56081;B Filosofie;FdL;R;N;N;9;1.35
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;187;1.11
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;37;1.11
21PB;2020;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;19;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;N;N;N;123;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;E;N;N;74;1.11
21PB;2020;M;60720;M Cognitive Neuroscience;SOW;R;N;N;45;1.11
21PB;2020;M;60300;M Informatica;SOW;N;N;N;103;1.11
21PB;2020;M;60300;M Informatica;SOW;E;N;N;66;1.11
21PB;2020;M;60300;M Informatica;SOW;R;N;N;36;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;70;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;48;1.11
21PB;2020;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;30;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;N;N;N;82;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;E;N;N;28;1.11
21PB;2020;M;60450;M Bestuurskunde;MAN;R;N;N;15;1.11
21PB;2020;M;60815;M Linguistiek;FdL;N;N;N;53;1.11
21PB;2020;M;60815;M Linguistiek;FdL;E;N;N;35;1.11
21PB;2020;M;60815;M Linguistiek;FdL;R;N;N;18;1.11
