HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
H,08OK,0,34808,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,23,2020-08-03,0
W,21PE,0,66551,M,1,,2020,N,9,N,V,1,0,I,J,J,6,6,34,2020-08-03,0
H,30GB,0,34116,B,1,1,2020,N,9,N,V,1,0,I,J,J,6,6,21,2020-08-03,0
H,21RI,0,34560,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,21,2020-08-03,0
W,21PE,0,50645,B,1,,2020,N,9,N,M,1,0,V,J,J,6,6,22,2020-08-03,0
W,21PE,0,50645,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,31,2020-08-03,0
H,25DW,0,34808,B,1,1,2020,N,9,N,V,1,0,V,J,N,4,4,21,2020-08-03,0
H,22OJ,0,34402,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,32,2020-08-03,0
H,25KB,1,34560,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,28,2020-08-03,0
W,21PC,0,66551,M,1,1,2020,N,9,N,V,1,0,I,J,J,6,6,27,2020-08-03,0
H,30GB,13,34402,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,23,2020-08-03,0
H,28DN,0,30020,B,1,1,2020,N,9,N,M,1,0,V,N,N,1,1,28,2020-08-03,0
H,27UM,1,35158,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,28,2020-08-03,0
H,30GB,0,30020,B,1,2,2020,N,9,N,M,1,0,I,J,J,6,6,25,2020-08-03,0
W,21PD,0,56607,B,1,1,2020,N,9,N,V,1,0,V,N,N,2,2,22,2020-08-03,0
H,21RI,0,39205,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,22,2020-08-03,0
H,25BE,0,34560,B,1,,2020,N,9,N,V,1,0,I,J,J,6,6,23,2020-08-03,0
H,21RI,0,34808,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,22,2020-08-03,0
H,25DW,0,30020,B,1,,2020,N,9,N,M,1,0,I,J,J,6,6,27,2020-08-03,0
H,25KB,1,35158,B,1,1,2020,N,9,N,V,1,0,V,N,N,1,1,27,2020-08-03,0
