Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2024;B;56604;B Psychologie;SOW;N;N;N;581;1.34
21PB;2024;B;56604;B Psychologie;SOW;E;N;N;116;1.34
21PB;2024;B;56604;B Psychologie;SOW;R;N;N;57;1.34
21PB;2024;B;56551;B Geneeskunde;MED;N;N;N;574;1.34
21PB;2024;B;56551;B Geneeskunde;MED;E;N;N;89;1.34
21PB;2024;B;56551;B Geneeskunde;MED;R;N;N;41;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;407;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;161;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;88;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;N;N;N;342;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;E;N;N;149;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;R;N;N;54;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;N;N;N;311;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;E;N;N;48;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;R;N;N;21;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;N;N;N;257;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;E;N;N;44;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;R;N;N;14;1.34
21PB;2024;B;56981;B Politicologie;MAN;N;N;N;232;1.34
21PB;2024;B;56981;B Politicologie;MAN;E;N;N;65;1.34
21PB;2024;B;56981;B Politicologie;MAN;R;N;N;23;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;N;N;N;210;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;E;N;N;35;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;R;N;N;12;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;N;N;N;157;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;E;N;N;54;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;R;N;N;24;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;N;N;N;143;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;E;N;N;48;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;R;N;N;30;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;N;N;N;103;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;E;N;N;29;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;R;N;N;15;1.34
21PB;2024;B;56081;B Filosofie;FdL;N;N;N;107;1.34
21PB;2024;B;56081;B Filosofie;FdL;E;N;N;24;1.34
21PB;2024;B;56081;B Filosofie;FdL;R;N;N;10;1.34
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;199;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;41;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;22;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;N;N;N;128;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;E;N;N;75;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;R;N;N;49;1.11
21PB;2024;M;60300;M Informatica;SOW;N;N;N;109;1.11
21PB;2024;M;60300;M Informatica;SOW;E;N;N;69;1.11
21PB;2024;M;60300;M Informatica;SOW;R;N;N;39;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;78;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;47;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;33;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;N;N;N;90;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;E;N;N;31;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;R;N;N;15;1.11
21PB;2024;M;60815;M Linguistiek;FdL;N;N;N;65;1.11
21PB;2024;M;60815;M Linguistiek;FdL;E;N;N;37;1.11
21PB;2024;M;60815;M Linguistiek;FdL;R;N;N;18;1.11
