Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2022;B;56604;B Psychologie;SOW;N;N;N;196;1.27
21PB;2022;B;56604;B Psychologie;SOW;E;N;N;43;1.27
21PB;2022;B;56604;B Psychologie;SOW;R;N;N;22;1.27
21PB;2022;B;56551;B Geneeskunde;MED;N;N;N;174;1.27
21PB;2022;B;56551;B Geneeskunde;MED;E;N;N;35;1.27
21PB;2022;B;56551;B Geneeskunde;MED;R;N;N;13;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;158;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;70;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;33;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;N;N;N;129;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;E;N;N;57;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;R;N;N;21;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;N;N;N;112;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;E;N;N;16;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;R;N;N;7;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;N;N;N;99;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;E;N;N;16;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;R;N;N;6;1.27
21PB;2022;B;56981;B Politicologie;MAN;N;N;N;85;1.27
21PB;2022;B;56981;B Politicologie;MAN;E;N;N;25;1.27
21PB;2022;B;56981;B Politicologie;MAN;R;N;N;9;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;N;N;N;77;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;E;N;N;12;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;R;N;N;4;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;N;N;N;56;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;E;N;N;20;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;R;N;N;9;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;N;N;N;52;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;E;N;N;17;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;R;N;N;10;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;N;N;N;41;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;E;N;N;11;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;R;N;N;6;1.27
21PB;2022;B;56081;B Filosofie;FdL;N;N;N;32;1.27
21PB;2022;B;56081;B Filosofie;FdL;E;N;N;10;1.27
21PB;2022;B;56081;B Filosofie;FdL;R;N;N;4;1.27
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;106;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;22;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;11;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;N;N;N;68;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;E;N;N;45;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;R;N;N;25;1.13
21PB;2022;M;60300;M Informatica;SOW;N;N;N;56;1.13
21PB;2022;M;60300;M Informatica;SOW;E;N;N;36;1.13
21PB;2022;M;60300;M Informatica;SOW;R;N;N;20;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;41;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;28;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;17;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;N;N;N;53;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;E;N;N;16;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;R;N;N;8;1.13
21PB;2022;M;60815;M Linguistiek;FdL;N;N;N;36;1.13
21PB;2022;M;60815;M Linguistiek;FdL;E;N;N;20;1.13
21PB;2022;M;60815;M Linguistiek;FdL;R;N;N;9;1.13
