Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2016;B;56604;B Psychologie;SOW;N;N;N;509;1.29
21PB;2016;B;56604;B Psychologie;SOW;E;N;N;97;1.29
21PB;2016;B;56604;B Psychologie;SOW;R;N;N;41;1.29
21PB;2016;B;56551;B Geneeskunde;MED;N;N;N;423;1.29
21PB;2016;B;56551;B Geneeskunde;MED;E;N;N;77;1.29
21PB;2016;B;56551;B Geneeskunde;MED;R;N;N;33;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;314;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;147;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;72;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;N;N;N;318;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;E;N;N;119;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;R;N;N;45;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;N;N;N;281;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;E;N;N;37;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;R;N;N;16;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;N;N;N;238;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;E;N;N;40;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;R;N;N;14;1.29
21PB;2016;B;56981;B Politicologie;MAN;N;N;N;219;1.29
21PB;2016;B;56981;B Politicologie;MAN;E;N;N;52;1.29
21PB;2016;B;56981;B Politicologie;MAN;R;N;N;21;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;N;N;N;169;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;E;N;N;28;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;R;N;N;9;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;N;N;N;127;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;E;N;N;45;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;R;N;N;20;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;N;N;N;106;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;E;N;N;40;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;R;N;N;24;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;N;N;N;87;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;E;N;N;25;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;R;N;N;12;1.29
21PB;2016;B;56081;B Filosofie;FdL;N;N;N;76;1.29
21PB;2016;B;56081;B Filosofie;FdL;E;N;N;18;1.29
21PB;2016;B;56081;B Filosofie;FdL;R;N;N;8;1.29
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;158;1.1
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;37;1.1
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;16;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;N;N;N;94;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;E;N;N;68;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;R;N;N;40;1.1
21PB;2016;M;60300;M Informatica;SOW;N;N;N;85;1.1
21PB;2016;M;60300;M Informatica;SOW;E;N;N;54;1.1
21PB;2016;M;60300;M Informatica;SOW;R;N;N;30;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;55;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;42;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;25;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;N;N;N;70;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;E;N;N;24;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;R;N;N;13;1.1
21PB;2016;M;60815;M Linguistiek;FdL;N;N;N;42;1.1
21PB;2016;M;60815;M Linguistiek;FdL;E;N;N;28;1.1
21PB;2016;M;60815;M Linguistiek;FdL;R;N;N;16;1.1
