Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2022;B;56604;B Psychologie;SOW;N;N;N;435;1.27
21PB;2022;B;56604;B Psychologie;SOW;E;N;N;95;1.27
21PB;2022;B;56604;B Psychologie;SOW;R;N;N;45;1.27
21PB;2022;B;56551;B Geneeskunde;MED;N;N;N;398;1.27
21PB;2022;B;56551;B Geneeskunde;MED;E;N;N;79;1.27
21PB;2022;B;56551;B Geneeskunde;MED;R;N;N;30;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;357;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;148;1.27
21PB;2022;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;70;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;N;N;N;280;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;E;N;N;118;1.27
21PB;2022;B;50645;B Bedrijfskunde;MAN;R;N;N;45;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;N;N;N;243;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;E;N;N;36;1.27
21PB;2022;B;56990;B Biomedische Wetenschappen;MED;R;N;N;15;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;N;N;N;222;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;E;N;N;34;1.27
21PB;2022;B;56615;B Communicatiewetenschap;SOW;R;N;N;12;1.27
21PB;2022;B;56981;B Politicologie;MAN;N;N;N;184;1.27
21PB;2022;B;56981;B Politicologie;MAN;E;N;N;54;1.27
21PB;2022;B;56981;B Politicologie;MAN;R;N;N;20;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;N;N;N;173;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;E;N;N;28;1.27
21PB;2022;B;56034;B Geschiedenis;FdL;R;N;N;10;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;N;N;N;124;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;E;N;N;43;1.27
21PB;2022;B;56980;B Wiskunde;FNWI;R;N;N;20;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;N;N;N;116;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;E;N;N;38;1.27
21PB;2022;B;56984;B Natuurkunde;FNWI;R;N;N;22;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;N;N;N;87;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;E;N;N;23;1.27
21PB;2022;B;56857;B Scheikunde;FNWI;R;N;N;12;1.27
21PB;2022;B;56081;B Filosofie;FdL;N;N;N;71;1.27
21PB;2022;B;56081;B Filosofie;FdL;E;N;N;21;1.27
21PB;2022;B;56081;B Filosofie;FdL;R;N;N;8;1.27
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;171;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;35;1.13
21PB;2022;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;19;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;N;N;N;109;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;E;N;N;73;1.13
21PB;2022;M;60720;M Cognitive Neuroscience;SOW;R;N;N;41;1.13
21PB;2022;M;60300;M Informatica;SOW;N;N;N;91;1.13
21PB;2022;M;60300;M Informatica;SOW;E;N;N;58;1.13
21PB;2022;M;60300;M Informatica;SOW;R;N;N;31;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;66;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;44;1.13
21PB;2022;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;28;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;N;N;N;84;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;E;N;N;26;1.13
21PB;2022;M;60450;M Bestuurskunde;MAN;R;N;N;13;1.13
21PB;2022;M;60815;M Linguistiek;FdL;N;N;N;57;1.13
21PB;2022;M;60815;M Linguistiek;FdL;E;N;N;32;1.13
21PB;2022;M;60815;M Linguistiek;FdL;R;N;N;15;1.13
