Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2024;B;56604;B Psychologie;SOW;N;N;N;294;1.34
21PB;2024;B;56604;B Psychologie;SOW;E;N;N;61;1.34
21PB;2024;B;56604;B Psychologie;SOW;R;N;N;30;1.34
21PB;2024;B;56551;B Geneeskunde;MED;N;N;N;309;1.34
21PB;2024;B;56551;B Geneeskunde;MED;E;N;N;46;1.34
21PB;2024;B;56551;B Geneeskunde;MED;R;N;N;22;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;214;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;82;1.34
21PB;2024;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;47;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;N;N;N;171;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;E;N;N;81;1.34
21PB;2024;B;50645;B Bedrijfskunde;MAN;R;N;N;27;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;N;N;N;161;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;E;N;N;25;1.34
21PB;2024;B;56990;B Biomedische Wetenschappen;MED;R;N;N;10;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;N;N;N;135;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;E;N;N;23;1.34
21PB;2024;B;56615;B Communicatiewetenschap;SOW;R;N;N;7;1.34
21PB;2024;B;56981;B Politicologie;MAN;N;N;N;120;1.34
21PB;2024;B;56981;B Politicologie;MAN;E;N;N;33;1.34
21PB;2024;B;56981;B Politicologie;MAN;R;N;N;12;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;N;N;N;109;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;E;N;N;18;1.34
21PB;2024;B;56034;B Geschiedenis;FdL;R;N;N;6;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;N;N;N;84;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;E;N;N;28;1.34
21PB;2024;B;56980;B Wiskunde;FNWI;R;N;N;13;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;N;N;N;77;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;E;N;N;25;1.34
21PB;2024;B;56984;B Natuurkunde;FNWI;R;N;N;15;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;N;N;N;54;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;E;N;N;15;1.34
21PB;2024;B;56857;B Scheikunde;FNWI;R;N;N;8;1.34
21PB;2024;B;56081;B Filosofie;FdL;N;N;N;57;1.34
21PB;2024;B;56081;B Filosofie;FdL;E;N;N;12;1.34
21PB;2024;B;56081;B Filosofie;FdL;R;N;N;5;1.34
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;140;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;28;1.11
21PB;2024;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;15;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;N;N;N;89;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;E;N;N;53;1.11
21PB;2024;M;60720;M Cognitive Neuroscience;SOW;R;N;N;33;1.11
21PB;2024;M;60300;M Informatica;SOW;N;N;N;74;1.11
21PB;2024;M;60300;M Informatica;SOW;E;N;N;47;1.11
21PB;2024;M;60300;M Informatica;SOW;R;N;N;26;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;54;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;32;1.11
21PB;2024;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;23;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;N;N;N;61;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;E;N;N;22;1.11
21PB;2024;M;60450;M Bestuurskunde;MAN;R;N;N;10;1.11
21PB;2024;M;60815;M Linguistiek;FdL;N;N;N;45;1.11
21PB;2024;M;60815;M Linguistiek;FdL;E;N;N;26;1.11
21PB;2024;M;60815;M Linguistiek;FdL;R;N;N;13;1.11
