HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
H,22OJ,0,30029,B,1,2,2022,N,9,N,M,2,0,V,N,N,1,1,36,2022-05-30,0
H,27PZ,2,34421,B,1,,2022,N,9,N,M,1,0,I,J,J,6,6,34,2022-05-30,0
W,21PE,0,50645,B,1,1,2022,N,9,N,V,3,0,V,N,N,1,1,34,2022-05-30,0
H,25JX,0,30008,B,1,,2022,N,9,N,V,1,0,I,J,J,6,6,27,2022-05-30,0
W,21PB,0,60300,M,1,2,2022,N,9,N,M,1,0,V,N,N,3,5,23,2022-05-30,0
H,01VU,0,34560,B,1,1,2022,N,9,N,V,2,0,V,N,N,1,1,27,2022-05-30,0
H,23KJ,0,34798,B,1,2,2022,N,9,E,V,0,1,A,N,N,1,1,21,2022-05-30,0
H,25DW,0,34397,B,1,,2022,N,9,N,V,1,0,V,J,J,6,6,25,2022-05-30,0
W,21PB,12,50429,B,1,2,2022,N,9,E,V,1,2,A,N,N,1,1,23,2022-05-30,0
W,21PF,0,56966,B,1,1,2022,N,9,N,M,1,0,V,N,N,6,6,28,2022-05-30,0
W,21PK,2,56551,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,46,2022-05-30,0
W,21PE,0,60409,M,1,2,2022,N,9,E,M,2,0,V,N,N,1,1,23,2022-05-30,0
W,21PC,0,56604,B,1,2,2022,N,9,E,V,1,1,V,N,N,1,1,35,2022-05-30,0
W,21PC,0,60644,M,1,2,2022,N,9,N,M,1,0,V,N,N,3,5,32,2022-05-30,0
W,21PK,0,50897,B,1,1,2022,N,9,N,M,4,0,V,N,N,1,1,36,2022-05-30,0
W,21PF,0,56951,B,1,1,2022,N,9,N,M,1,1,V,N,N,1,1,32,2022-05-30,0
H,30GB,13,34686,B,1,1,2022,N,9,N,V,1,0,I,J,J,6,6,115,2022-05-30,0
H,30GB,4,35195,B,1,1,2022,N,9,N,V,1,0,I,J,J,6,6,23,2022-05-30,0
W,21PN,0,56604,B,1,1,2022,N,9,N,V,2,0,V,N,N,1,1,71,2022-05-30,0
W,21PK,0,59318,B,1,2,2022,N,9,E,V,1,0,I,J,J,6,6,25,2022-05-30,0
W,21PJ,0,56990,B,1,2,2022,N,9,E,V,4,1,V,N,N,1,1,21,2022-05-30,0
W,21PE,0,50950,B,1,,2022,N,9,N,M,2,0,V,J,J,6,6,41,2022-05-30,0
W,21PC,0,50019,B,1,2,2022,N,9,N,M,1,0,I,J,J,6,6,42,2022-05-30,0
W,21PD,0,56604,B,1,1,2022,N,9,N,V,3,1,V,N,N,1,1,22,2022-05-30,0
H,30VP,0,34808,B,2,,2022,N,9,N,V,1,0,I,J,J,6,6,80,2022-05-30,0
H,25DW,16,35158,B,2,,2022,N,9,N,V,1,0,V,J,J,6,6,30,2022-05-30,0
W,21PG,0,50439,B,1,2,2022,N,9,E,M,2,2,A,N,N,1,1,21,2022-05-30,0
W,21PK,0,59318,B,1,2,2022,N,9,R,M,1,2,A,N,N,1,1,31,2022-05-30,0
H,22OJ,0,39111,B,1,2,2022,N,9,N,V,1,0,V,N,N,1,1,36,2022-05-30,0
W,21PD,0,66990,M,1,2,2022,N,9,R,M,0,1,A,N,N,1,1,56,2022-05-30,0
W,21PF,0,56955,B,1,1,2022,N,9,N,V,2,0,V,N,N,1,1,51,2022-05-30,0
W,21PF,0,56956,B,1,2,2022,N,9,R,V,0,1,A,N,N,1,1,100,2022-05-30,0
W,21PK,0,56560,B,1,1,2022,N,9,N,M,2,0,V,N,N,4,4,21,2022-05-30,0
W,21PK,0,60216,M,1,1,2022,N,9,N,V,2,1,A,N,N,3,4,25,2022-05-30,0
H,27PZ,0,34808,B,1,,2022,N,9,N,V,1,0,I,J,J,6,6,25,2022-05-30,0
H,28DN,0,30029,B,1,2,2022,N,9,R,M,0,2,A,N,N,1,1,21,2022-05-30,0
W,21PD,0,50007,B,1,1,2022,N,9,N,V,2,0,V,N,N,1,1,21,2022-05-30,0
W,21PD,0,56551,B,1,1,2022,N,9,N,M,4,0,V,N,N,1,1,25,2022-05-30,0
W,21PJ,0,50019,B,1,2,2022,N,9,E,V,2,0,V,N,N,1,1,69,2022-05-30,0
W,21PH,0,56953,B,1,2,2022,N,9,R,M,0,1,A,N,N,1,1,31,2022-05-30,0
W,21PN,0,56401,B,1,2,2022,N,9,E,M,4,0,V,N,N,1,1,27,2022-05-30,0
H,27PZ,7,34134,B,1,,2022,N,9,N,V,0,1,A,N,N,1,1,26,2022-05-30,0
W,21PK,0,60830,M,1,2,2022,N,9,R,V,0,1,A,N,N,1,1,52,2022-05-30,0
H,00MF,0,39111,B,1,1,2022,N,9,N,M,1,1,A,N,N,1,1,72,2022-05-30,0
W,21PK,0,56604,B,1,2,2022,N,9,R,V,1,2,V,N,N,1,1,21,2022-05-30,0
W,21PK,0,56607,B,1,1,2022,N,9,N,V,1,1,A,N,N,2,2,26,2022-05-30,0
H,25DW,0,34560,B,1,1,2022,N,9,N,V,1,0,V,J,J,6,6,22,2022-05-30,0
H,22OJ,0,30029,B,1,2,2022,N,9,R,M,1,2,V,N,N,1,1,31,2022-05-30,0
W,21PJ,0,56051,B,1,2,2022,N,9,E,V,4,0,V,N,N,1,1,31,2022-05-30,0
H,25BE,0,34402,B,1,1,2022,N,9,N,M,1,0,V,N,N,1,1,67,2022-05-30,0
W,21PL,0,50645,B,1,1,2022,N,9,N,M,3,0,V,N,N,1,1,45,2022-05-30,0
H,25JX,13,39111,B,1,,2022,N,9,N,V,1,0,I,J,J,6,6,56,2022-05-30,0
W,21PD,0,56570,B,1,1,2022,N,9,N,V,2,1,V,N,N,1,1,28,2022-05-30,0
H,28DN,0,30020,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,30,2022-05-30,0
H,21RI,0,34507,B,1,1,2022,N,9,N,V,1,2,A,N,N,1,1,48,2022-05-30,0
H,30GB,0,34609,B,1,1,2022,N,9,N,V,1,0,I,J,J,6,6,53,2022-05-30,0
W,21PK,0,60046,M,1,2,2022,N,9,R,M,1,0,V,N,N,3,5,30,2022-05-30,0
W,21PF,0,60348,M,1,2,2022,N,9,E,M,1,0,V,N,N,1,1,37,2022-05-30,0
W,21PD,0,56551,B,1,1,2022,N,9,N,M,1,0,V,N,N,4,4,22,2022-05-30,0
W,21PD,0,56838,B,1,1,2022,N,9,N,M,1,0,V,N,N,1,1,68,2022-05-30,0
W,21PB,12,59316,B,1,2,2022,N,9,N,V,1,0,V,N,N,1,1,23,2022-05-30,0
W,21PB,0,50207,B,1,1,2022,N,9,N,V,2,0,V,N,N,1,1,44,2022-05-30,0
H,25JX,13,34134,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,27,2022-05-30,0
W,21PE,0,56604,B,1,2,2022,N,9,E,V,1,0,V,N,N,1,1,28,2022-05-30,0
W,21PK,0,60219,M,1,1,2022,N,9,N,V,1,0,V,N,N,3,4,31,2022-05-30,0
W,21PC,0,50950,B,1,2,2022,N,9,N,M,4,0,V,N,N,1,1,26,2022-05-30,0
W,21PK,0,56856,B,1,2,2022,N,9,R,V,0,2,A,N,N,1,1,21,2022-05-30,0
H,22OJ,0,34116,B,1,,2022,N,9,N,V,1,0,V,J,J,6,6,61,2022-05-30,0
W,21PE,0,60644,M,1,2,2022,N,9,R,M,2,0,V,N,N,1,1,26,2022-05-30,0
H,31FR,0,34464,B,1,1,2022,N,9,N,M,1,0,I,J,J,6,6,39,2022-05-30,0
W,21PK,0,59318,B,1,,2022,N,9,R,V,1,0,V,J,J,6,6,69,2022-05-30,0
W,21PM,0,50700,B,1,1,2022,N,9,N,M,1,0,V,N,N,1,1,63,2022-05-30,0
W,21PK,0,56606,B,1,2,2022,N,9,E,V,3,2,V,N,N,1,1,29,2022-05-30,0
H,22OJ,0,35523,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,25,2022-05-30,0
H,27PZ,0,34641,B,1,,2022,N,9,N,V,1,0,V,N,N,1,1,32,2022-05-30,0
H,25JX,7,34116,B,2,,2022,N,9,N,V,1,0,I,J,J,6,6,21,2022-05-30,0
W,21PE,0,56551,B,1,,2022,N,9,N,V,1,0,V,J,J,6,6,122,2022-05-30,0
W,21PF,0,60354,M,1,2,2022,N,9,N,V,1,0,V,N,N,3,5,22,2022-05-30,0
H,28DN,0,34574,B,1,1,2022,N,9,N,V,1,0,I,J,J,6,6,21,2022-05-30,0
W,21PD,0,56604,B,1,1,2022,N,9,N,M,1,1,A,N,N,1,1,25,2022-05-30,0
W,21PK,0,59318,B,1,2,2022,N,9,E,M,0,2,A,N,N,1,1,31,2022-05-30,0
W,21PB,0,56980,B,1,1,2022,N,9,N,M,2,0,V,N,N,1,1,24,2022-05-30,0
H,28DN,0,34402,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,89,2022-05-30,0
H,01VU,0,30020,B,1,,2022,N,9,N,M,1,0,V,N,N,1,1,24,2022-05-30,0
W,21PL,0,65014,M,1,2,2022,N,9,R,M,0,1,A,N,N,1,1,51,2022-05-30,0
W,21PM,0,66860,M,1,2,2022,N,9,R,V,0,1,A,N,N,1,1,23,2022-05-30,0
H,27PZ,7,39118,B,1,,2022,N,9,N,M,1,0,V,N,N,1,1,21,2022-05-30,0
W,21PF,0,56964,B,1,2,2022,N,9,E,M,2,1,V,N,N,1,1,21,2022-05-30,0
H,22OJ,0,34479,B,1,1,2022,N,9,N,M,1,0,V,N,N,1,1,66,2022-05-30,0
W,21PE,0,56833,B,1,2,2022,N,9,R,M,2,2,A,N,N,1,1,21,2022-05-30,0
W,21PM,0,56607,B,1,1,2022,N,9,N,V,1,0,V,N,N,2,2,22,2022-05-30,0
H,25BE,0,34507,B,1,1,2022,N,9,N,V,2,0,V,N,N,1,1,57,2022-05-30,0
W,21PI,0,66836,M,1,2,2022,N,9,R,V,0,3,A,N,N,1,1,36,2022-05-30,0
H,25BE,0,34507,B,1,1,2022,N,9,N,V,1,1,A,N,N,1,1,82,2022-05-30,0
W,21PC,0,50950,B,1,2,2022,N,9,E,V,3,0,V,N,N,1,1,21,2022-05-30,0
W,27YA,0,66990,M,1,2,2022,N,9,R,V,0,1,A,N,N,1,1,24,2022-05-30,0
H,21RI,0,34507,B,3,1,2022,N,9,N,M,1,0,V,N,N,1,1,22,2022-05-30,0
H,25BE,0,34576,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,46,2022-05-30,0
H,22OJ,0,34134,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,23,2022-05-30,0
W,21PL,0,60644,M,1,2,2022,N,9,N,M,1,0,V,N,N,3,4,23,2022-05-30,0
W,21PE,0,50950,B,1,2,2022,N,9,R,M,1,1,A,N,N,1,1,42,2022-05-30,0
H,25BE,0,34402,B,1,,2022,N,9,N,M,1,0,I,J,J,6,6,40,2022-05-30,0
W,21PG,0,50439,B,1,2,2022,N,9,R,M,2,1,A,N,N,1,1,21,2022-05-30,0
W,21PK,0,59318,B,1,2,2022,N,9,R,M,0,4,A,N,N,1,1,21,2022-05-30,0
W,21PN,0,60076,M,1,1,2022,N,9,N,V,2,0,V,N,N,3,5,45,2022-05-30,0
W,21PK,0,66615,M,1,2,2022,N,9,E,V,1,1,A,N,N,1,1,24,2022-05-30,0
H,22OJ,0,30023,B,1,1,2022,N,9,N,V,1,1,A,N,N,1,1,42,2022-05-30,0
H,01VU,0,34405,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,31,2022-05-30,0
H,25BE,0,35523,B,1,,2022,N,9,N,M,1,0,I,J,J,6,6,31,2022-05-30,0
W,21PL,0,50426,B,1,2,2022,N,9,R,M,0,1,A,N,N,1,1,23,2022-05-30,0
W,21PJ,0,60019,M,1,2,2022,N,9,N,M,1,0,V,N,N,3,5,28,2022-05-30,0
W,21PJ,0,66585,M,1,,2022,N,9,N,V,1,0,V,J,J,6,6,21,2022-05-30,0
H,23KJ,0,49114,M,1,2,2022,N,9,R,V,1,1,A,N,N,1,1,22,2022-05-30,0
W,21PJ,0,60460,M,1,2,2022,N,9,R,V,0,1,A,N,N,1,1,30,2022-05-30,0
W,21PC,0,56034,B,1,1,2022,N,9,N,M,1,0,V,N,N,2,2,25,2022-05-30,0
W,21PI,0,66836,M,1,2,2022,N,9,R,M,0,2,A,N,N,1,1,147,2022-05-30,0
W,21PK,0,56604,B,1,2,2022,N,9,R,V,0,3,A,N,N,1,1,30,2022-05-30,0
W,21PK,0,59318,B,1,2,2022,N,9,R,M,2,2,A,N,N,1,1,27,2022-05-30,0
H,23AH,0,34475,B,1,2,2022,N,9,R,M,0,3,A,N,N,1,1,22,2022-05-30,0
H,07GR,0,34397,B,1,1,2022,N,9,N,V,1,0,V,N,N,1,1,92,2022-05-30,0
W,21PI,0,56849,B,1,2,2022,N,9,N,V,2,0,V,N,N,1,1,41,2022-05-30,0
W,21PE,0,56604,B,1,,2022,N,9,R,V,1,0,V,J,J,6,6,34,2022-05-30,0
W,21PE,0,50952,B,1,2,2022,N,9,E,V,2,2,A,N,N,1,1,31,2022-05-30,0
H,27PZ,7,35521,B,1,,2022,N,9,N,V,1,0,V,N,N,1,1,85,2022-05-30,0
H,22OJ,0,30029,B,1,2,2022,N,9,R,M,1,1,V,N,N,1,1,23,2022-05-30,0
H,28DN,0,34507,B,1,1,2022,N,9,N,V,2,1,V,N,N,1,1,21,2022-05-30,0
H,25JX,7,80096,A,1,,2022,N,9,N,M,1,0,I,J,J,6,6,22,2022-05-30,0
H,25DW,0,30029,B,1,2,2022,N,9,N,M,2,0,V,N,N,1,1,25,2022-05-30,0
H,21RI,0,34507,B,1,,2022,N,9,N,V,1,0,V,J,J,6,6,38,2022-05-30,0
H,28DN,0,30037,B,1,1,2022,N,9,N,V,1,1,V,N,N,1,1,24,2022-05-30,0
H,00MF,0,39111,B,1,1,2022,N,9,N,V,1,1,V,N,N,1,1,28,2022-05-30,0
H,21UI,0,30036,B,1,2,2022,N,9,R,M,0,1,A,N,N,1,1,33,2022-05-30,0
W,21PE,0,50950,B,1,2,2022,N,9,E,M,0,2,A,N,N,1,1,53,2022-05-30,0
