Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2017;B;56604;B Psychologie;SOW;N;N;N;537;1.31
21PB;2017;B;56604;B Psychologie;SOW;E;N;N;112;1.31
21PB;2017;B;56604;B Psychologie;SOW;R;N;N;48;1.31
21PB;2017;B;56551;B Geneeskunde;MED;N;N;N;533;1.31
21PB;2017;B;56551;B Geneeskunde;MED;E;N;N;93;1.31
21PB;2017;B;56551;B Geneeskunde;MED;R;N;N;38;1.31
21PB;2017;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;424;1.31
21PB;2017;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;159;1.31
21PB;2017;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;83;1.31
21PB;2017;B;50645;B Bedrijfskunde;MAN;N;N;N;340;1.31
21PB;2017;B;50645;B Bedrijfskunde;MAN;E;N;N;128;1.31
21PB;2017;B;50645;B Bedrijfskunde;MAN;R;N;N;56;1.31
21PB;2017;B;56990;B Biomedische Wetenschappen;MED;N;N;N;291;1.31
21PB;2017;B;56990;B Biomedische Wetenschappen;MED;E;N;N;48;1.31
21PB;2017;B;56990;B Biomedische Wetenschappen;MED;R;N;N;20;1.31
21PB;2017;B;56615;B Communicatiewetenschap;SOW;N;N;N;252;1.31
21PB;2017;B;56615;B Communicatiewetenschap;SOW;E;N;N;37;1.31
21PB;2017;B;56615;B Communicatiewetenschap;SOW;R;N;N;14;1.31
21PB;2017;B;56981;B Politicologie;MAN;N;N;N;222;1.31
21PB;2017;B;56981;B Politicologie;MAN;E;N;N;62;1.31
21PB;2017;B;56981;B Politicologie;MAN;R;N;N;23;1.31
21PB;2017;B;56034;B Geschiedenis;FdL;N;N;N;188;1.31
21PB;2017;B;56034;B Geschiedenis;FdL;E;N;N;30;1.31
21PB;2017;B;56034;B Geschiedenis;FdL;R;N;N;12;1.31
21PB;2017;B;56980;B Wiskunde;FNWI;N;N;N;150;1.31
21PB;2017;B;56980;B Wiskunde;FNWI;E;N;N;53;1.31
21PB;2017;B;56980;B Wiskunde;FNWI;R;N;N;24;1.31
21PB;2017;B;56984;B Natuurkunde;FNWI;N;N;N;130;1.31
21PB;2017;B;56984;B Natuurkunde;FNWI;E;N;N;50;1.31
21PB;2017;B;56984;B Natuurkunde;FNWI;R;N;N;27;1.31
21PB;2017;B;56857;B Scheikunde;FNWI;N;N;N;87;1.31
21PB;2017;B;56857;B Scheikunde;FNWI;E;N;N;27;1.31
21PB;2017;B;56857;B Scheikunde;FNWI;R;N;N;14;1.31
21PB;2017;B;56081;B Filosofie;FdL;N;N;N;82;1.31
21PB;2017;B;56081;B Filosofie;FdL;E;N;N;22;1.31
21PB;2017;B;56081;B Filosofie;FdL;R;N;N;10;1.31
21PB;2017;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;180;1.08
21PB;2017;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;37;1.08
21PB;2017;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;20;1.08
21PB;2017;M;60720;M Cognitive Neuroscience;SOW;N;N;N;124;1.08
21PB;2017;M;60720;M Cognitive Neuroscience;SOW;E;N;N;67;1.08
21PB;2017;M;60720;M Cognitive Neuroscience;SOW;R;N;N;39;1.08
21PB;2017;M;60300;M Informatica;SOW;N;N;N;94;1.08
21PB;2017;M;60300;M Informatica;SOW;E;N;N;66;1.08
21PB;2017;M;60300;M Informatica;SOW;R;N;N;34;1.08
21PB;2017;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;65;1.08
21PB;2017;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;45;1.08
21PB;2017;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;29;1.08
21PB;2017;M;60450;M Bestuurskunde;MAN;N;N;N;77;1.08
21PB;2017;M;60450;M Bestuurskunde;MAN;E;N;N;28;1.08
21PB;2017;M;60450;M Bestuurskunde;MAN;R;N;N;14;1.08
21PB;2017;M;60815;M Linguistiek;FdL;N;N;N;50;1.08
21PB;2017;M;60815;M Linguistiek;FdL;E;N;N;34;1.08
21PB;2017;M;60815;M Linguistiek;FdL;R;N;N;17;1.08
