Brincode;Studiejaar;Type_HO;Isatcode;Groepeernaam;Faculteit;Herkomst;Hogerejaars;Herinschrijving;Aantal;meercode_V
21PB;2016;B;56604;B Psychologie;SOW;N;N;N;523;1.29
21PB;2016;B;56604;B Psychologie;SOW;E;N;N;101;1.29
21PB;2016;B;56604;B Psychologie;SOW;R;N;N;42;1.29
21PB;2016;B;56551;B Geneeskunde;MED;N;N;N;438;1.29
21PB;2016;B;56551;B Geneeskunde;MED;E;N;N;80;1.29
21PB;2016;B;56551;B Geneeskunde;MED;R;N;N;34;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;N;N;N;320;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;E;N;N;151;1.29
21PB;2016;B;50300;B Kunstmatige Intelligentie;SOW;R;N;N;74;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;N;N;N;327;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;E;N;N;123;1.29
21PB;2016;B;50645;B Bedrijfskunde;MAN;R;N;N;46;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;N;N;N;289;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;E;N;N;38;1.29
21PB;2016;B;56990;B Biomedische Wetenschappen;MED;R;N;N;16;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;N;N;N;243;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;E;N;N;41;1.29
21PB;2016;B;56615;B Communicatiewetenschap;SOW;R;N;N;14;1.29
21PB;2016;B;56981;B Politicologie;MAN;N;N;N;224;1.29
21PB;2016;B;56981;B Politicologie;MAN;E;N;N;54;1.29
21PB;2016;B;56981;B Politicologie;MAN;R;N;N;21;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;N;N;N;175;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;E;N;N;29;1.29
21PB;2016;B;56034;B Geschiedenis;FdL;R;N;N;9;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;N;N;N;132;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;E;N;N;46;1.29
21PB;2016;B;56980;B Wiskunde;FNWI;R;N;N;20;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;N;N;N;108;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;E;N;N;42;1.29
21PB;2016;B;56984;B Natuurkunde;FNWI;R;N;N;25;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;N;N;N;90;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;E;N;N;25;1.29
21PB;2016;B;56857;B Scheikunde;FNWI;R;N;N;13;1.29
21PB;2016;B;56081;B Filosofie;FdL;N;N;N;78;1.29
21PB;2016;B;56081;B Filosofie;FdL;E;N;N;18;1.29
21PB;2016;B;56081;B Filosofie;FdL;R;N;N;8;1.29
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;N;N;N;163;1.1
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;E;N;N;38;1.1
21PB;2016;M;60139;M Rechtsgeleerdheid;JUR;R;N;N;16;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;N;N;N;95;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;E;N;N;69;1.1
21PB;2016;M;60720;M Cognitive Neuroscience;SOW;R;N;N;41;1.1
21PB;2016;M;60300;M Informatica;SOW;N;N;N;86;1.1
21PB;2016;M;60300;M Informatica;SOW;E;N;N;55;1.1
21PB;2016;M;60300;M Informatica;SOW;R;N;N;30;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;N;N;N;56;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;E;N;N;42;1.1
21PB;2016;M;60710;M Molecular Mechanisms of Disease;FNWI;R;N;N;25;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;N;N;N;71;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;E;N;N;25;1.1
21PB;2016;M;60450;M Bestuurskunde;MAN;R;N;N;13;1.1
21PB;2016;M;60815;M Linguistiek;FdL;N;N;N;42;1.1
21PB;2016;M;60815;M Linguistiek;FdL;E;N;N;29;1.1
21PB;2016;M;60815;M Linguistiek;FdL;R;N;N;16;1.1
