HBO_WO,Brincode,Brin_volgnr,Isatcode,Type_HO,Opl_vorm,Voertaal,Studiejaar,Fixus,Maand,Herkomst,Geslacht,meercode_V,meercode_A,Status,Hogerejaars,Herinschrijving,1cHO_L,1cHO_K,Aantal,etl_ingestion_timestamp,etl_is_deleted
H,22OJ,0,30029,B,1,2,2024,N,9,N,M,2,0,V,N,N,1,1,23,2024-03-25,0
H,27PZ,2,34421,B,1,,2024,N,9,N,M,1,0,I,J,J,6,6,25,2024-03-25,0
W,21PE,0,50645,B,1,1,2024,N,9,N,V,3,0,V,N,N,1,1,24,2024-03-25,0
W,21PK,2,56551,B,1,1,2024,N,9,N,V,1,0,V,N,N,1,1,36,2024-03-25,0
W,21PC,0,56604,B,1,2,2024,N,9,E,V,1,1,V,N,N,1,1,27,2024-03-25,0
W,21PC,0,60644,M,1,2,2024,N,9,N,M,1,0,V,N,N,3,5,21,2024-03-25,0
W,21PK,0,50897,B,1,1,2024,N,9,N,M,4,0,V,N,N,1,1,25,2024-03-25,0
W,21PF,0,56951,B,1,1,2024,N,9,N,M,1,1,V,N,N,1,1,25,2024-03-25,0
H,30GB,13,34686,B,1,1,2024,N,9,N,V,1,0,I,J,J,6,6,85,2024-03-25,0
W,21PN,0,56604,B,1,1,2024,N,9,N,V,2,0,V,N,N,1,1,54,2024-03-25,0
W,21PE,0,50950,B,1,,2024,N,9,N,M,2,0,V,J,J,6,6,29,2024-03-25,0
W,21PC,0,50019,B,1,2,2024,N,9,N,M,1,0,I,J,J,6,6,25,2024-03-25,0
H,30VP,0,34808,B,2,,2024,N,9,N,V,1,0,I,J,J,6,6,66,2024-03-25,0
W,21PK,0,59318,B,1,2,2024,N,9,R,M,1,2,A,N,N,1,1,21,2024-03-25,0
H,22OJ,0,39111,B,1,2,2024,N,9,N,V,1,0,V,N,N,1,1,26,2024-03-25,0
W,21PD,0,66990,M,1,2,2024,N,9,R,M,0,1,A,N,N,1,1,40,2024-03-25,0
W,21PF,0,56955,B,1,1,2024,N,9,N,V,2,0,V,N,N,1,1,35,2024-03-25,0
W,21PF,0,56956,B,1,2,2024,N,9,R,V,0,1,A,N,N,1,1,66,2024-03-25,0
W,21PJ,0,50019,B,1,2,2024,N,9,E,V,2,0,V,N,N,1,1,42,2024-03-25,0
W,21PH,0,56953,B,1,2,2024,N,9,R,M,0,1,A,N,N,1,1,24,2024-03-25,0
H,27PZ,7,34134,B,1,,2024,N,9,N,V,0,1,A,N,N,1,1,22,2024-03-25,0
W,21PK,0,60830,M,1,2,2024,N,9,R,V,0,1,A,N,N,1,1,36,2024-03-25,0
H,00MF,0,39111,B,1,1,2024,N,9,N,M,1,1,A,N,N,1,1,49,2024-03-25,0
H,22OJ,0,30029,B,1,2,2024,N,9,R,M,1,2,V,N,N,1,1,21,2024-03-25,0
W,21PJ,0,56051,B,1,2,2024,N,9,E,V,4,0,V,N,N,1,1,25,2024-03-25,0
H,25BE,0,34402,B,1,1,2024,N,9,N,M,1,0,V,N,N,1,1,46,2024-03-25,0
W,21PL,0,50645,B,1,1,2024,N,9,N,M,3,0,V,N,N,1,1,29,2024-03-25,0
H,25JX,13,39111,B,1,,2024,N,9,N,V,1,0,I,J,J,6,6,47,2024-03-25,0
W,21PD,0,56570,B,1,1,2024,N,9,N,V,2,1,V,N,N,1,1,21,2024-03-25,0
H,28DN,0,30020,B,1,1,2024,N,9,N,V,1,0,V,N,N,1,1,22,2024-03-25,0
H,21RI,0,34507,B,1,1,2024,N,9,N,V,1,2,A,N,N,1,1,35,2024-03-25,0
H,30GB,0,34609,B,1,1,2024,N,9,N,V,1,0,I,J,J,6,6,34,2024-03-25,0
W,21PK,0,60046,M,1,2,2024,N,9,R,M,1,0,V,N,N,3,5,21,2024-03-25,0
W,21PF,0,60348,M,1,2,2024,N,9,E,M,1,0,V,N,N,1,1,31,2024-03-25,0
W,21PD,0,56838,B,1,1,2024,N,9,N,M,1,0,V,N,N,1,1,44,2024-03-25,0
W,21PB,0,50207,B,1,1,2024,N,9,N,V,2,0,V,N,N,1,1,26,2024-03-25,0
W,21PE,0,56604,B,1,2,2024,N,9,E,V,1,0,V,N,N,1,1,22,2024-03-25,0
H,22OJ,0,34116,B,1,,2024,N,9,N,V,1,0,V,J,J,6,6,45,2024-03-25,0
H,31FR,0,34464,B,1,1,2024,N,9,N,M,1,0,I,J,J,6,6,27,2024-03-25,0
W,21PK,0,59318,B,1,,2024,N,9,R,V,1,0,V,J,J,6,6,50,2024-03-25,0
W,21PM,0,50700,B,1,1,2024,N,9,N,M,1,0,V,N,N,1,1,44,2024-03-25,0
H,27PZ,0,34641,B,1,,2024,N,9,N,V,1,0,V,N,N,1,1,22,2024-03-25,0
W,21PE,0,56551,B,1,,2024,N,9,N,V,1,0,V,J,J,6,6,84,2024-03-25,0
W,21PK,0,59318,B,1,2,2024,N,9,E,M,0,2,A,N,N,1,1,21,2024-03-25,0
H,28DN,0,34402,B,1,1,2024,N,9,N,V,1,0,V,N,N,1,1,68,2024-03-25,0
W,21PL,0,65014,M,1,2,2024,N,9,R,M,0,1,A,N,N,1,1,31,2024-03-25,0
H,22OJ,0,34479,B,1,1,2024,N,9,N,M,1,0,V,N,N,1,1,52,2024-03-25,0
H,25BE,0,34507,B,1,1,2024,N,9,N,V,2,0,V,N,N,1,1,41,2024-03-25,0
W,21PI,0,66836,M,1,2,2024,N,9,R,V,0,3,A,N,N,1,1,24,2024-03-25,0
H,25BE,0,34507,B,1,1,2024,N,9,N,V,1,1,A,N,N,1,1,59,2024-03-25,0
H,25BE,0,34576,B,1,1,2024,N,9,N,V,1,0,V,N,N,1,1,37,2024-03-25,0
W,21PE,0,50950,B,1,2,2024,N,9,R,M,1,1,A,N,N,1,1,28,2024-03-25,0
H,25BE,0,34402,B,1,,2024,N,9,N,M,1,0,I,J,J,6,6,28,2024-03-25,0
W,21PN,0,60076,M,1,1,2024,N,9,N,V,2,0,V,N,N,3,5,30,2024-03-25,0
H,22OJ,0,30023,B,1,1,2024,N,9,N,V,1,1,A,N,N,1,1,25,2024-03-25,0
H,01VU,0,34405,B,1,1,2024,N,9,N,V,1,0,V,N,N,1,1,21,2024-03-25,0
H,25BE,0,35523,B,1,,2024,N,9,N,M,1,0,I,J,J,6,6,22,2024-03-25,0
W,21PJ,0,60460,M,1,2,2024,N,9,R,V,0,1,A,N,N,1,1,21,2024-03-25,0
W,21PI,0,66836,M,1,2,2024,N,9,R,M,0,2,A,N,N,1,1,90,2024-03-25,0
W,21PK,0,56604,B,1,2,2024,N,9,R,V,0,3,A,N,N,1,1,22,2024-03-25,0
H,07GR,0,34397,B,1,1,2024,N,9,N,V,1,0,V,N,N,1,1,65,2024-03-25,0
W,21PI,0,56849,B,1,2,2024,N,9,N,V,2,0,V,N,N,1,1,34,2024-03-25,0
W,21PE,0,56604,B,1,,2024,N,9,R,V,1,0,V,J,J,6,6,27,2024-03-25,0
H,27PZ,7,35521,B,1,,2024,N,9,N,V,1,0,V,N,N,1,1,52,2024-03-25,0
H,21RI,0,34507,B,1,,2024,N,9,N,V,1,0,V,J,J,6,6,29,2024-03-25,0
